state_(land),district_(kreis),regional_designation,municipality_name_(gemeindename),municipality_designation,area_km2,population_total,male,female,per_km2,postal_code,longitude,latitude
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Leizen,,27.64,463,232,231,17,17209,"12,475782","53,367842"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Melz,,18.04,303,161,142,17,17209,"12,617186","53,301012"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Priborn,,15.41,342,176,166,22,17209,"12,660879","53,304071"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Rechlin,,77.70,1812,883,929,23,17248,"12,723413","53,332276"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Röbel/Müritz, Stadt,30.68,4749,2234,2515,155,17207,"12,605909","53,376237"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Schwarz,,26.42,340,172,168,13,17252,"12,785804","53,225157"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Sietow,,18.87,558,274,284,30,17209,"12,557348","53,446312"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Stuer,,21.51,241,126,115,11,17209,"12,337188","53,378838"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Eldetal,,71.90,872,455,417,12,17209,"12,518873","53,290162"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Südmüritz,,69.52,775,388,387,11,17207,"12,66452","53,378734"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Grabowhöfe,,43.10,1326,652,674,31,17194,"12,594231","53,569758"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Groß Plasten,,34.87,1046,542,504,30,17192,"12,853673","53,544471"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Hohen Wangelin,,43.97,577,279,298,13,17194,"12,426222","53,611121"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Jabel,,80.02,613,309,304,8,17194,"12,543819","53,537352"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Kargow,,69.40,630,326,304,9,17192,"12,780172","53,51158"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Klink,,25.04,1053,514,539,42,17192,"12,62184","53,479306"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Klocksin,,23.82,324,169,155,14,17194,"12,541194","53,637074"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Moltzow,,46.70,849,429,420,18,17194,"12,57638","53,630529"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Torgelow am See,,14.29,413,197,216,29,17192,"12,77337","53,557544"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Vollrathsruhe,,31.35,391,188,203,12,17194,"12,487204","53,643157"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Peenehagen,,54.67,995,493,502,18,17192,"12,784025","53,578836"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Schloen-Dratow,,36.45,825,410,415,23,17192,"12,788142","53,533755"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Burg Stargard, Stadt,76.61,5138,2541,2597,67,17094,"13,310132","53,495316"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Cölpin,,21.24,877,447,430,41,17094,"13,436026","53,519109"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Groß Nemerow,,21.02,1110,545,565,53,17094,"13,224305","53,47317"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Holldorf,,15.67,746,380,366,48,17094,"13,272109","53,465463"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Lindetal,,56.33,1155,585,570,21,17349,"13,443551","53,485573"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Pragsdorf,,14.32,558,283,275,39,17094,"13,39698","53,539052"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Bredenfelde,,8.59,178,89,89,21,17153,"12,955089","53,600889"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Briggow,,14.38,309,165,144,21,17153,"12,986438","53,620765"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Grammentin,,17.19,238,119,119,14,17153,"12,897725","53,757057"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Gülzow,,12.20,389,195,194,32,17153,"12,853157","53,693802"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Ivenack,,39.63,779,414,365,20,17153,"12,969859","53,710632"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Jürgenstorf,,22.37,964,513,451,43,17153,"12,905849","53,661019"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Kittendorf,,21.17,276,148,128,13,17153,"12,903021","53,623358"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Knorrendorf,,28.66,522,264,258,18,17091,"13,067439","53,631781"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Mölln,,29.73,500,256,244,17,17091,"13,084726","53,590153"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Ritzerow,,22.10,359,182,177,16,17153,"12,964903","53,660487"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Rosenow,,31.65,999,505,494,32,17091,"13,036318","53,627786"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Stavenhagen," Reuterstadt, Stadt",41.02,4876,2345,2531,119,17153,"12,906674","53,697064"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Zettemin,,19.04,258,125,133,14,17153,"12,828055","53,649428"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Altenhagen,,11.08,311,167,144,28,17091,"13,104795","53,761062"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Altentreptow, Stadt,53.07,5048,2516,2532,95,17087,"13,250181","53,692774"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Bartow,,34.61,527,257,270,15,17089,"13,345022","53,816358"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Breesen,,24.64,491,244,247,20,17091,"13,163388","53,629945"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Burow,,17.34,870,437,433,50,17089,"13,273035","53,772725"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Gnevkow,,17.17,296,142,154,17,17089,"13,168446","53,789515"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Golchen,,23.64,268,135,133,11,17089,"13,278779","53,791143"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Grapzow,,15.04,364,186,178,24,17089,"13,292323","53,713538"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Grischow,,11.22,235,126,109,21,17089,"13,33863","53,697674"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Groß Teetzleben,,21.77,656,342,314,30,17091,"13,227867","53,647201"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Gültz,,23.69,507,262,245,21,17089,"13,185195","53,750087"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Kriesow,,19.75,304,182,122,15,17091,"13,050701","53,733707"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Pripsleben,,10.12,220,106,114,22,17091,"13,182499","53,716405"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Röckwitz,,14.90,255,134,121,17,17091,"13,09941","53,708118"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Siedenbollentin,,18.82,529,264,265,28,17089,"13,379735","53,732882"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Tützpatz,,21.67,544,275,269,25,17091,"13,145769","53,72329"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Werder,,30.21,514,266,248,17,17089,"13,357057","53,71616"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Wildberg,,22.56,464,233,231,21,17091,"13,121768","53,652363"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Wolde,,22.63,559,292,267,25,17091,"13,078258","53,678311"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Groß Miltzow,,48.69,979,512,467,20,17349,"13,594998","53,535637"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Kublank,,13.49,157,77,80,12,17349,"13,50457","53,554577"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Neetzka,,13.57,222,114,108,16,17349,"13,506004","53,529242"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Schönbeck,,24.47,476,246,230,19,17349,"13,571824","53,57953"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Schönhausen,,18.75,216,116,100,12,17337,"13,700496","53,552733"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Voigtsdorf,,7.62,98,56,42,13,17349,"13,647699","53,559186"
Mecklenburg-Vorpommern,Mecklenburgische Seenplatte,Landkreis,Woldegk, Windmühlenstadt,164.17,4043,1989,2054,25,17348,"13,58319","53,459087"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Bad Doberan, Stadt,32.85,13108,6176,6932,399,18209,"11,89935","54,106684"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Dummerstorf,,120.28,7482,3891,3591,62,18196,"12,22688","54,017444"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Graal-Müritz, Ostseeheilbad,8.24,4205,1873,2332,510,18181,"12,23808","54,250884"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Güstrow, Barlachstadt,71.09,28936,14089,14847,407,18273,"12,175691","53,794458"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Kröpelin, Stadt,67.55,4825,2455,2370,71,18236,"11,796062","54,071022"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Kühlungsborn," Ostseebad, Stadt",16.17,8017,3698,4319,496,18225,"11,751251","54,141683"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Neubukow, Schliemannstadt,25.14,3964,1928,2036,158,18233,"11,673184","54,032344"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Sanitz,,82.40,6521,3213,3308,79,18190,"12,375429","54,077526"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Satow,,119.94,6245,3131,3114,52,18239,"11,894345","53,988631"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Teterow, Bergringstadt,47.07,8231,4033,4198,175,17166,"12,575889","53,773591"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Admannshagen-Bargeshagen,,15.77,2922,1463,1459,185,18211,"11,984106","54,111554"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Bartenshagen-Parkentin,,15.35,1314,649,665,86,18209,"11,978504","54,078304"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Börgerende-Rethwisch, Ostseebad,15.02,1600,774,826,107,18211,"11,93857","54,138999"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Hohenfelde,,9.51,771,389,382,81,18209,"11,909261","54,0779"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Nienhagen, Ostseebad,5.76,2238,1083,1155,389,18211,"11,952838","54,160638"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Reddelich,,9.14,993,489,504,109,18209,"11,84936","54,089474"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Retschow,,18.86,961,472,489,51,18211,"11,875228","54,045973"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Steffenshagen,,9.41,572,277,295,61,18209,"11,82306","54,104818"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Wittenbeck,,9.91,909,441,468,92,18209,"11,788644","54,124463"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Baumgarten,,39.18,807,408,399,21,18246,"11,878243","53,812379"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Bernitt,,73.84,1580,793,787,21,18249,"11,890659","53,9023"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Bützow, Stadt,39.85,7698,3742,3956,193,18246,"11,984565","53,847738"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Dreetz,,12.00,191,103,88,16,18249,"11,968113","53,785755"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Jürgenshagen,,42.51,1134,565,569,27,18246,"11,89606","53,95359"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Klein Belitz,,39.14,812,413,399,21,18246,"11,965675","53,937799"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Penzin,,6.33,139,70,69,22,18249,"11,926667","53,913779"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Rühn,,14.41,611,303,308,42,18246,"11,938898","53,820803"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Steinhagen,,10.14,670,331,339,66,18246,"11,926991","53,842626"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Tarnow,,40.86,1095,548,547,27,18249,"12,017723","53,778729"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Warnow,,42.18,929,480,449,22,18249,"11,881828","53,784846"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Zepelin,,22.91,458,235,223,20,18246,"12,046056","53,834796"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Broderstorf,,34.24,3772,1892,1880,110,18184,"12,258335","54,081385"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Poppendorf,,14.03,721,355,366,51,18184,"12,288015","54,131233"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Roggentin,,9.62,2748,1342,1406,286,18184,"12,203945","54,072364"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Thulendorf,,10.72,664,318,346,62,18184,"12,301936","54,094992"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Altkalen,,45.74,783,401,382,17,17179,"12,738972","53,898718"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Behren-Lübchin,,69.22,963,502,461,14,17179,"12,664874","54,02899"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Finkenthal,,20.25,331,178,153,16,17179,"12,779332","53,939614"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Gnoien, Warbelstadt,41.11,2733,1316,1417,66,17179,"12,710326","53,968941"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Walkendorf,,68.67,912,468,444,13,17179,"12,551583","53,952946"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Glasewitz,,15.59,419,220,199,27,18276,"12,283503","53,820216"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Groß Schwiesow,,12.65,304,155,149,24,18276,"12,0958","53,845417"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Gülzow-Prüzen,,58.34,1526,777,749,26,18276,"12,067109","53,820011"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Gutow,,23.45,999,501,498,43,18276,"12,134785","53,758901"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Klein Upahl,,7.90,227,119,108,29,18276,"12,061861","53,715301"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Kuhs,,13.75,317,159,158,23,18276,"12,232175","53,859139"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Lohmen,,34.69,834,425,409,24,18276,"12,094615","53,682653"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Lüssow,,16.66,978,503,475,59,18276,"12,143124","53,838762"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Mistorf,,24.27,632,325,307,26,18276,"12,144715","53,88245"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Mühl Rosin,,24.27,1116,545,571,46,18276,"12,207027","53,760638"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Plaaz,,34.34,746,386,360,22,18276,"12,345611","53,842881"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Reimershagen,,32.31,376,210,166,12,18276,"12,177135","53,671619"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Sarmstorf,,10.99,492,246,246,45,18276,"12,218139","53,842857"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Zehna,,25.80,645,312,333,25,18276,"12,137274","53,717302"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Dobbin-Linstow,,65.39,488,254,234,7,18292,"12,333192","53,616837"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Hoppenrade,,28.79,591,302,289,21,18292,"12,273269","53,727797"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Krakow am See, Stadt,87.36,3384,1663,1721,39,18292,"12,267699","53,652452"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Kuchelmiß,,37.46,684,351,333,18,18292,"12,361912","53,680909"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Lalendorf,,139.12,3508,1767,1741,25,18279,"12,387537","53,757069"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Dolgen am See,,33.21,635,331,304,19,18299,"12,214155","53,947182"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Hohen Sprenz,,22.54,509,261,248,23,18299,"12,195504","53,912664"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Laage, Stadt,114.90,6243,3144,3099,54,18299,"12,346162","53,927441"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Wardow,,69.40,1312,681,631,19,18299,"12,410105","53,928103"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Alt Sührkow,,25.52,386,193,193,15,17166,"12,650883","53,802405"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Dahmen,,36.51,458,242,216,13,17166,"12,582493","53,66043"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Dalkendorf,,15.34,262,130,132,17,17166,"12,501499","53,813826"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Groß Roge,,24.37,589,295,294,24,17166,"12,498591","53,779929"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Groß Wokern,,21.92,1010,514,496,46,17166,"12,492998","53,748243"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Groß Wüstenfelde,,26.62,789,388,401,30,17168,"12,549267","53,874202"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Hohen Demzin,,24.06,363,179,184,15,17166,"12,542909","53,720072"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Jördenstorf,,27.68,1101,615,486,40,17168,"12,613701","53,877142"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Lelkendorf,,29.88,416,215,201,14,17168,"12,730638","53,842673"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Prebberede,,42.94,748,388,360,17,17168,"12,488542","53,90974"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Schorssow,,31.18,420,212,208,13,17166,"12,566081","53,683274"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Schwasdorf,,24.36,440,231,209,18,17168,"12,626908","53,894"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Sukow-Levitzow,,20.23,498,267,231,25,17168,"12,610398","53,857642"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Thürkow,,14.73,378,198,180,26,17168,"12,566884","53,82384"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Warnkenhagen,,19.61,310,160,150,16,17168,"12,453578","53,840613"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Alt Bukow,,15.28,521,253,268,34,18233,"11,60964","53,997533"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Am Salzhaff,,15.51,529,266,263,34,18233,"11,621001","54,039444"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Bastorf,,24.38,1158,577,581,47,18230,"11,697671","54,125959"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Biendorf,,40.99,1301,651,650,32,18230,"11,700348","54,074807"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Carinerland,,52.67,1336,687,649,25,18233,"11,708623","54,012406"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Rerik," Ostseebad, Stadt",34.22,2133,1012,1121,62,18230,"11,613548","54,105655"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Bentwisch,,29.26,3567,1789,1778,122,18182,"12,203506","54,113684"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Blankenhagen,,25.28,1099,546,553,43,18182,"12,340619","54,170657"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Gelbensande,,34.05,1832,954,878,54,18182,"12,302493","54,202135"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Mönchhagen,,10.74,1275,650,625,119,18182,"12,226247","54,147623"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Rövershagen,,20.61,2884,1540,1344,140,18182,"12,241374","54,173634"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Benitz,,9.72,404,192,212,42,18258,"12,104643","53,976706"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Bröbberow,,14.39,678,345,333,47,18258,"12,05248","53,964527"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Kassow,,14.42,356,186,170,25,18258,"12,073504","53,878433"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Rukieten,,12.30,373,195,178,30,18258,"12,154996","53,89908"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Schwaan, Stadt,38.29,4963,2347,2616,130,18258,"12,107479","53,93977"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Vorbeck,,15.60,381,203,178,24,18258,"12,070311","53,907882"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Wiendorf,,17.65,806,420,386,46,18258,"12,151213","53,94856"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Cammin,,32.22,848,434,414,26,18195,"12,357532","53,98997"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Gnewitz,,10.09,271,135,136,27,18195,"12,513091","54,077747"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Grammow,,16.25,164,93,71,10,18195,"12,629521","54,047375"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Nustrow,,6.95,182,99,83,26,18195,"12,596573","54,015663"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Selpin,,33.10,505,269,236,15,18195,"12,495558","53,991342"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Stubbendorf,,9.64,168,94,74,17,18195,"12,522358","54,087539"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Tessin, Blumenstadt,24.51,4075,1990,2085,166,18195,"12,463737","54,028715"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Thelkow,,25.86,473,253,220,18,18195,"12,559617","54,039334"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Zarnewanz,,15.24,471,243,228,31,18195,"12,496269","54,05699"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Elmenhorst/Lichtenhagen,,12.07,4151,2045,2106,344,18107,"12,013959","54,155465"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Kritzmow,,14.93,3983,1933,2050,267,18198,"12,0523","54,05311"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Lambrechtshagen,,13.55,2925,1415,1510,216,18069,"12,015425","54,102241"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Papendorf,,22.64,2510,1221,1289,111,18059,"12,130157","54,03598"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Pölchow,,12.56,952,476,476,76,18059,"12,094378","54,009645"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Stäbelow,,15.12,1363,675,688,90,18198,"12,020973","54,040371"
Mecklenburg-Vorpommern,Landkreis Rostock,Landkreis,Ziesendorf,,26.51,1445,717,728,55,18059,"12,038635","53,993843"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Binz, Ostseebad,25.18,5009,2303,2706,199,18609,"13,605285","54,401814"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Grimmen, Stadt,50.51,9148,4279,4869,181,18507,"13,043192","54,113133"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Marlow, Stadt,140.52,4497,2273,2224,32,18337,"12,570959","54,154202"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Putbus, Stadt,66.69,4445,2159,2286,67,18581,"13,47642","54,35431"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Sassnitz, Stadt,47.41,9040,4283,4757,191,18546,"13,634476","54,51304"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Stralsund, Hansestadt,54.59,54128,25965,28163,992,18439,"13,089973","54,313975"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Süderholz,,149.55,3959,2047,1912,26,18516,"13,119186","54,056054"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Zingst, Ostseeheilbad,50.50,2879,1328,1551,57,18374,"12,68304","54,435409"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Altenpleen,,20.10,972,478,494,48,18445,"12,956614","54,354376"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Groß Mohrdorf,,41.47,772,375,397,19,18445,"12,948373","54,389128"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Klausdorf,,11.78,686,334,352,58,18445,"13,015028","54,40473"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Kramerhof,,18.07,1933,993,940,107,18445,"13,054042","54,3537"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Preetz,,14.20,1120,543,577,79,18445,"12,989225","54,350148"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Prohn,,16.20,2137,1059,1078,132,18445,"13,024217","54,374317"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Barth, Stadt,41.18,7748,3673,4075,188,18356,"12,72658","54,36871"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Divitz-Spoldershagen,,27.56,538,260,278,20,18314,"12,695114","54,332951"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Fuhlendorf,,17.19,825,406,419,48,18356,"12,601123","54,359903"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Karnin,,12.67,234,120,114,18,18469,"12,792493","54,305423"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Kenz-Küstrow,,17.76,521,250,271,29,18314,"12,734802","54,326153"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Löbnitz,,22.32,600,314,286,27,18314,"12,719334","54,295391"
Mecklenburg-Vorpommern,Vorpommern-Rügen,Landkreis,Lüdershagen,,13.98,562,281,281,40,18314,"12,608704","54,30414"
