state_(land),district_(kreis),regional_designation,municipality_name_(gemeindename),municipality_designation,area_km2,population_total,male,female,per_km2,postal_code,longitude,latitude
Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Kreis,Hattingen, Stadt,71.67,53007,25614,27393,740,45525,"7,184107","51,399035"
Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Kreis,Herdecke, Stadt,22.39,22941,10882,12059,1025,58313,"7,430129","51,3994"
Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Kreis,Schwelm, Stadt,20.50,28046,13563,14483,1368,58332,"7,29187","51,284"
Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Kreis,Sprockhövel, Stadt,47.94,24311,11879,12432,507,45549,"7,244016","51,361402"
Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Kreis,Wetter (Ruhr), Stadt,31.55,26302,12880,13422,834,58300,"7,390737","51,383741"
Nordrhein-Westfalen,Ennepe-Ruhr-Kreis,Kreis,Witten, Stadt,72.40,92037,44394,47643,1271,58452,"7,337177","51,438718"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Arnsberg, Stadt,193.72,74957,36776,38181,387,59759,"8,064801","51,395795"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Bestwig,,69.46,10235,5154,5081,147,59909,"8,398158","51,36108"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Brilon, Stadt,229.16,25456,12696,12760,111,59929,"8,568121","51,395499"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Eslohe (Sauerland),,113.36,8815,4468,4347,78,59889,"8,170291","51,254307"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Hallenberg, Stadt,65.35,4356,2257,2099,67,59969,"8,621165","51,111987"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Marsberg, Stadt,182.22,19578,10021,9557,107,34431,"8,854984","51,459563"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Medebach, Hansestadt,126.05,7991,4060,3931,63,59964,"8,704871","51,198074"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Meschede, Kreis- und  Hochschulstadt,218.52,29612,14746,14866,136,59872,"8,285176","51,346881"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Olsberg, Stadt,118.00,14728,7340,7388,125,59939,"8,489819","51,354567"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Schmallenberg, Stadt,303.10,24608,12404,12204,81,57392,"8,285496","51,153811"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Sundern (Sauerland), Stadt,193.27,27693,13799,13894,143,59846,"8,005553","51,330125"
Nordrhein-Westfalen,Hochsauerlandkreis,Kreis,Winterberg, Stadt,147.95,13164,6627,6537,89,59955,"8,533102","51,194349"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Altena, Stadt,44.42,16657,8265,8392,375,58762,"7,67459","51,298662"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Balve, Stadt,74.81,11237,5619,5618,150,58802,"7,864187","51,330545"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Halver, Stadt,77.23,16381,8136,8245,212,58553,"7,497997","51,186749"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Hemer, Stadt,67.66,35022,17228,17794,518,58675,"7,765233","51,385395"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Herscheid,,59.40,6827,3374,3453,115,58849,"7,745898","51,177282"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Iserlohn, Stadt,125.49,91884,44732,47152,732,58636,"7,699212","51,374541"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Kierspe, Stadt,71.91,16576,8210,8366,231,58566,"7,586453","51,136194"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Lüdenscheid, Stadt,87.02,71474,35003,36471,821,58507,"7,63358","51,21582"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Meinerzhagen, Stadt,115.69,20063,9921,10142,173,58540,"7,638497","51,107434"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Menden (Sauerland), Stadt,86.10,52229,25606,26623,607,58706,"7,795344","51,439281"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Nachrodt-Wiblingwerde,,29.03,6144,3032,3112,212,58769,"7,63618","51,336185"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Neuenrade, Stadt,54.10,11654,5788,5866,215,58809,"7,77967","51,281925"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Plettenberg, Stadt,96.75,24503,12284,12219,253,58840,"7,874142","51,212418"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Schalksmühle,,38.09,10447,5232,5215,274,58579,"7,529389","51,241352"
Nordrhein-Westfalen,Märkischer Kreis,Kreis,Werdohl, Stadt,33.38,17801,8835,8966,533,58791,"7,766853","51,259614"
Nordrhein-Westfalen,Olpe,Kreis,Attendorn, Hansestadt,97.92,23610,11860,11750,241,57439,"7,905217","51,125217"
Nordrhein-Westfalen,Olpe,Kreis,Drolshagen, Stadt,67.11,11901,5989,5912,177,57489,"7,775835","51,024727"
Nordrhein-Westfalen,Olpe,Kreis,Finnentrop,,104.42,17075,8723,8352,164,57413,"7,973076","51,171888"
Nordrhein-Westfalen,Olpe,Kreis,Kirchhundem,,148.63,11483,5866,5617,77,57399,"8,090176","51,086248"
Nordrhein-Westfalen,Olpe,Kreis,Lennestadt, Stadt,135.59,24320,12178,12142,179,57368,"8,073677","51,103245"
Nordrhein-Westfalen,Olpe,Kreis,Olpe, Stadt,85.88,24672,12232,12440,287,57462,"7,843584","51,02756"
Nordrhein-Westfalen,Olpe,Kreis,Wenden,,72.56,19365,9665,9700,267,57482,"7,873424","50,969338"
Nordrhein-Westfalen,Siegen-Wittgenstein,Kreis,Bad Berleburg, Stadt,275.52,18292,9107,9185,66,57319,"8,392854","51,049858"
Nordrhein-Westfalen,Siegen-Wittgenstein,Kreis,Burbach,,79.72,14631,7305,7326,184,57299,"8,080321","50,745639"
Nordrhein-Westfalen,Siegen-Wittgenstein,Kreis,Erndtebrück,,70.98,6836,3497,3339,96,57339,"8,256223","50,988732"
Nordrhein-Westfalen,Siegen-Wittgenstein,Kreis,Freudenberg, Stadt,54.60,17444,8622,8822,319,57258,"7,876633","50,897439"
Nordrhein-Westfalen,Siegen-Wittgenstein,Kreis,Hilchenbach, Stadt,81.12,14539,7252,7287,179,57271,"8,113101","50,995897"
Nordrhein-Westfalen,Siegen-Wittgenstein,Kreis,Kreuztal, Stadt,71.07,30925,15360,15565,435,57223,"7,988096","50,961831"
Nordrhein-Westfalen,Siegen-Wittgenstein,Kreis,Bad Laasphe, Stadt,135.95,13159,6623,6536,97,57334,"8,41223","50,927285"
Nordrhein-Westfalen,Siegen-Wittgenstein,Kreis,Netphen, Stadt,137.39,23167,11541,11626,169,57250,"8,098414","50,915322"
Nordrhein-Westfalen,Siegen-Wittgenstein,Kreis,Neunkirchen,,39.81,12764,6367,6397,321,57290,"7,993355","50,787894"
Nordrhein-Westfalen,Siegen-Wittgenstein,Kreis,Siegen, Universitätsstadt,114.69,102440,50961,51479,893,57072,"8,024625","50,874559"
Nordrhein-Westfalen,Siegen-Wittgenstein,Kreis,Wilnsdorf,,72.04,20182,10005,10177,280,57234,"8,103838","50,815392"
Nordrhein-Westfalen,Soest,Kreis,Anröchte,,73.79,10331,5215,5116,140,59609,"8,327462","51,561271"
Nordrhein-Westfalen,Soest,Kreis,Bad Sassendorf,,63.46,12162,5783,6379,192,59505,"8,164329","51,585642"
Nordrhein-Westfalen,Soest,Kreis,Ense,,51.08,12355,6138,6217,242,59469,"7,959552","51,503923"
Nordrhein-Westfalen,Soest,Kreis,Erwitte, Stadt,89.41,16317,8024,8293,182,59597,"8,336195","51,611473"
Nordrhein-Westfalen,Soest,Kreis,Geseke, Stadt,97.89,20931,10411,10520,214,59590,"8,508216","51,640122"
Nordrhein-Westfalen,Soest,Kreis,Lippetal,,126.61,11981,6058,5923,95,59510,"8,143621","51,656454"
Nordrhein-Westfalen,Soest,Kreis,Lippstadt, Stadt,113.68,68602,33896,34706,603,59555,"8,346206","51,674054"
Nordrhein-Westfalen,Soest,Kreis,Möhnesee,,123.49,11522,5947,5575,93,59519,"8,131657","51,497716"
Nordrhein-Westfalen,Soest,Kreis,Rüthen, Stadt,158.15,10316,5181,5135,65,59602,"8,431127","51,491486"
Nordrhein-Westfalen,Soest,Kreis,Soest, Stadt,85.81,47286,23191,24095,551,59494,"8,106308","51,572543"
Nordrhein-Westfalen,Soest,Kreis,Warstein, Stadt,158.05,25052,12574,12478,159,59581,"8,353834","51,442787"
Nordrhein-Westfalen,Soest,Kreis,Welver,,85.62,12014,6001,6013,140,59514,"7,957742","51,618557"
Nordrhein-Westfalen,Soest,Kreis,Werl, Stadt,76.35,29861,15221,14640,391,59457,"7,913783","51,553548"
Nordrhein-Westfalen,Soest,Kreis,Wickede (Ruhr),,25.24,11617,5617,6000,460,58739,"7,870363","51,49641"
Nordrhein-Westfalen,Unna,Kreis,Bergkamen, Stadt,44.90,49120,24406,24714,1094,59192,"7,643344","51,615888"
Nordrhein-Westfalen,Unna,Kreis,Bönen,,38.04,17907,8790,9117,471,59199,"7,756717","51,598348"
Nordrhein-Westfalen,Unna,Kreis,Fröndenberg/Ruhr, Stadt,56.23,20531,10105,10426,365,58730,"7,767252","51,473212"
Nordrhein-Westfalen,Unna,Kreis,Holzwickede,,22.36,17716,8652,9064,792,59439,"7,617843","51,502798"
Nordrhein-Westfalen,Unna,Kreis,Kamen, Stadt,40.95,42401,20666,21735,1035,59174,"7,662404","51,592335"
Nordrhein-Westfalen,Unna,Kreis,Lünen, Stadt,59.39,85919,41845,44074,1447,44532,"7,523533","51,614327"
Nordrhein-Westfalen,Unna,Kreis,Schwerte, Hansestadt an der Ruhr,56.23,46008,22556,23452,818,58239,"7,568982","51,441141"
Nordrhein-Westfalen,Unna,Kreis,Selm, Stadt,60.41,26299,13179,13120,435,59379,"7,468573","51,70035"
Nordrhein-Westfalen,Unna,Kreis,Unna, Stadt,88.56,59974,29232,30742,677,59423,"7,689932","51,534878"
Nordrhein-Westfalen,Unna,Kreis,Werne, Stadt,76.14,30408,14693,15715,399,59368,"7,635119","51,663179"
Hessen,"Darmstadt, Wissenschaftsstadt",Kreisfreie Stadt,Darmstadt, Wissenschaftsstadt,122.07,164832,84107,80725,1350,64283,"8,653838","49,872238"
Hessen,"Frankfurt am Main, Stadt",Kreisfreie Stadt,Frankfurt am Main, Stadt,248.31,749596,367937,381659,3019,60311,"8,682433","50,11088"
Hessen,"Offenbach am Main, Stadt",Kreisfreie Stadt,Offenbach am Main, Stadt,44.88,131845,66164,65681,2938,63065,"8,764442","50,105567"
Hessen,"Wiesbaden, Landeshauptstadt",Kreisfreie Stadt,Wiesbaden, Landeshauptstadt,203.87,287241,139023,148218,1409,65183,"8,239138","50,081698"
Hessen,Bergstraße,Landkreis,Abtsteinach,,11.02,2427,1177,1250,220,69518,"8,786237","49,544051"
Hessen,Bergstraße,Landkreis,Bensheim, Stadt,57.83,41580,20492,21088,719,64625,"8,622171","49,680002"
Hessen,Bergstraße,Landkreis,Biblis,,40.47,8949,4519,4430,221,68647,"8,450353","49,683253"
Hessen,Bergstraße,Landkreis,Birkenau,,24.54,9592,4693,4899,391,69488,"8,705575","49,562425"
Hessen,Bergstraße,Landkreis,Bürstadt, Stadt,34.46,17683,8812,8871,513,68642,"8,45334","49,640458"
Hessen,Bergstraße,Landkreis,Einhausen,,26.67,6512,3243,3269,244,64683,"8,545053","49,672282"
Hessen,Bergstraße,Landkreis,Fürth,,38.41,10865,5427,5438,283,64658,"8,782414","49,650424"
Hessen,Bergstraße,Landkreis,Gorxheimertal,,10.45,4139,2061,2078,396,69517,"8,732527","49,530895"
Hessen,Bergstraße,Landkreis,Grasellenbach,,22.88,4035,2080,1955,176,64689,"8,860779","49,630273"
Hessen,Bergstraße,Landkreis,Groß-Rohrheim,,19.56,3597,1819,1778,184,68649,"8,476234","49,718002"
Hessen,Bergstraße,Landkreis,Heppenheim (Bergstraße), Kreisstadt,52.12,27919,13911,14008,536,64646,"8,644017","49,641185"
Hessen,Bergstraße,Landkreis,Hirschhorn (Neckar), Stadt,30.85,3452,1697,1755,112,69434,"8,896627","49,447519"
Hessen,Bergstraße,Landkreis,Lampertheim, Stadt,72.27,32307,15911,16396,447,68623,"8,46255","49,595788"
Hessen,Bergstraße,Landkreis,Lautertal (Odenwald),,30.75,6937,3415,3522,226,64686,"8,692303","49,712209"
Hessen,Bergstraße,Landkreis,Lindenfels, Stadt,21.09,5276,2574,2702,250,64678,"8,77983","49,68301"
Hessen,Bergstraße,Landkreis,Lorsch, Karolingerstadt,25.24,14355,6978,7377,569,64653,"8,567793","49,653854"
Hessen,Bergstraße,Landkreis,Mörlenbach,,27.22,10274,5083,5191,377,69509,"8,737691","49,597539"
Hessen,Bergstraße,Landkreis,Neckarsteinach, Stadt,17.24,3884,1972,1912,225,69239,"8,839114","49,40797"
Hessen,Bergstraße,Landkreis,Rimbach,,23.16,8708,4287,4421,376,64668,"8,756412","49,623998"
Hessen,Bergstraße,Landkreis,Viernheim, Stadt,48.41,34172,16696,17476,706,68519,"8,581954","49,537068"
Hessen,Bergstraße,Landkreis,Wald-Michelbach,,74.31,10557,5293,5264,142,69483,"8,83014","49,570696"
Hessen,Bergstraße,Landkreis,Zwingenberg, Stadt,5.66,7264,3557,3707,1283,64673,"8,612274","49,726069"
Hessen,Bergstraße,Landkreis,Michelbuch, gemfr. Gebiet,4.88,0,0,0,0,,"8,868951","49,431175"
Hessen,Darmstadt-Dieburg,Landkreis,Alsbach-Hähnlein,,15.77,9245,4497,4748,586,64665,"8,61793","49,739626"
Hessen,Darmstadt-Dieburg,Landkreis,Babenhausen, Stadt,66.85,17482,8650,8832,262,64832,"8,95236","49,962864"
Hessen,Darmstadt-Dieburg,Landkreis,Bickenbach,,9.26,5993,2872,3121,647,64404,"8,611025","49,754423"
Hessen,Darmstadt-Dieburg,Landkreis,Dieburg, Stadt,23.08,15848,7813,8035,687,64807,"8,840041","49,899272"
Hessen,Darmstadt-Dieburg,Landkreis,Eppertshausen,,13.11,6455,3235,3220,492,64859,"8,848665","49,944519"
Hessen,Darmstadt-Dieburg,Landkreis,Erzhausen,,7.40,7889,3909,3980,1066,64390,"8,634735","49,952719"
Hessen,Darmstadt-Dieburg,Landkreis,Fischbachtal,,13.27,2703,1341,1362,204,64405,"8,813216","49,769587"
Hessen,Darmstadt-Dieburg,Landkreis,Griesheim, Stadt,21.55,29248,14604,14644,1357,64347,"8,552637","49,859176"
Hessen,Darmstadt-Dieburg,Landkreis,Groß-Bieberau, Stadt,18.27,4665,2334,2331,255,64401,"8,827307","49,801184"
Hessen,Darmstadt-Dieburg,Landkreis,Groß-Umstadt, Stadt,86.84,21149,10452,10697,244,64823,"8,926007","49,867962"
Hessen,Darmstadt-Dieburg,Landkreis,Groß-Zimmern,,21.26,14618,7263,7355,688,64846,"8,830208","49,87222"
Hessen,Darmstadt-Dieburg,Landkreis,Messel,,14.82,4199,2117,2082,283,64409,"8,7412","49,939275"
Hessen,Darmstadt-Dieburg,Landkreis,Modautal,,31.79,5109,2545,2564,161,64397,"8,738628","49,735121"
Hessen,Darmstadt-Dieburg,Landkreis,Mühltal,,25.34,14013,6827,7186,553,64367,"8,702081","49,824604"
Hessen,Darmstadt-Dieburg,Landkreis,Münster (Hessen),,20.78,14793,7286,7507,712,64839,"8,859343","49,925685"
Hessen,Darmstadt-Dieburg,Landkreis,Ober-Ramstadt, Stadt,41.88,15126,7463,7663,361,64372,"8,7395","49,831768"
Hessen,Darmstadt-Dieburg,Landkreis,Otzberg,,41.94,6383,3145,3238,152,64853,"8,901184","49,83567"
Hessen,Darmstadt-Dieburg,Landkreis,Pfungstadt, Stadt,42.54,25562,12610,12952,601,64319,"8,597771","49,801774"
Hessen,Darmstadt-Dieburg,Landkreis,Reinheim, Stadt,27.70,16540,8170,8370,597,64354,"8,834738","49,826054"
Hessen,Darmstadt-Dieburg,Landkreis,Roßdorf,,20.60,13120,6527,6593,637,64380,"8,756733","49,8577"
Hessen,Darmstadt-Dieburg,Landkreis,Schaafheim,,32.16,9117,4561,4556,283,64850,"9,007365","49,921287"
Hessen,Darmstadt-Dieburg,Landkreis,Seeheim-Jugenheim,,28.00,16481,7962,8519,589,64342,"8,64468","49,767668"
Hessen,Darmstadt-Dieburg,Landkreis,Weiterstadt, Stadt,34.40,26525,13510,13015,771,64331,"8,588464","49,905719"
Hessen,Groß-Gerau,Landkreis,Biebesheim am Rhein,,18.68,6424,3239,3185,344,64584,"8,464971","49,779852"
Hessen,Groß-Gerau,Landkreis,Bischofsheim,,9.03,12832,6366,6466,1421,65474,"8,355011","49,989065"
Hessen,Groß-Gerau,Landkreis,Büttelborn,,30.01,14635,7299,7336,488,64572,"8,511859","49,902139"
Hessen,Groß-Gerau,Landkreis,Gernsheim, Schöfferstadt,40.11,10574,5157,5417,264,64579,"8,493249","49,752294"
Hessen,Groß-Gerau,Landkreis,Ginsheim-Gustavsburg, Stadt,13.94,16454,8174,8280,1180,65462,"8,345195","49,966981"
Hessen,Groß-Gerau,Landkreis,Groß-Gerau, Stadt,54.47,25246,12622,12624,463,64521,"8,482423","49,92162"
Hessen,Groß-Gerau,Landkreis,Kelsterbach, Stadt,15.41,15918,7938,7980,1033,65451,"8,528848","50,06318"
Hessen,Groß-Gerau,Landkreis,Mörfelden-Walldorf, Stadt,44.13,32196,16166,16030,730,64546,"8,567855","49,975563"
Hessen,Groß-Gerau,Landkreis,Nauheim,,13.77,10469,5164,5305,760,64569,"8,452237","49,945337"
Hessen,Groß-Gerau,Landkreis,Raunheim, Stadt,12.60,15277,7778,7499,1212,65479,"8,452933","50,013579"
Hessen,Groß-Gerau,Landkreis,Riedstadt, Büchnerstadt,73.73,23342,11766,11576,317,64560,"8,497909","49,835419"
Hessen,Groß-Gerau,Landkreis,Rüsselsheim am Main, Stadt,58.29,65607,32977,32630,1126,65428,"8,411404","49,994936"
Hessen,Groß-Gerau,Landkreis,Stockstadt am Rhein,,18.73,6038,3091,2947,322,64589,"8,46596","49,80777"
Hessen,Groß-Gerau,Landkreis,Trebur,,50.13,12908,6375,6533,257,65468,"8,404983","49,926683"
Hessen,Hochtaunuskreis,Landkreis,Bad Homburg v. d. Höhe, Stadt,51.14,55898,26607,29291,1093,61343,"8,61299","50,228406"
Hessen,Hochtaunuskreis,Landkreis,Friedrichsdorf, Philipp-Reis-Stadt,30.13,25906,12704,13202,860,61381,"8,641683","50,256846"
Hessen,Hochtaunuskreis,Landkreis,Glashütten,,27.10,5345,2624,2721,197,61479,"8,402503","50,215925"
Hessen,Hochtaunuskreis,Landkreis,Grävenwiesbach,,43.15,5451,2741,2710,126,61279,"8,457886","50,388795"
Hessen,Hochtaunuskreis,Landkreis,Königstein im Taunus, Stadt,25.05,16827,8125,8702,672,61462,"8,464874","50,182742"
Hessen,Hochtaunuskreis,Landkreis,Kronberg im Taunus, Stadt,18.58,18606,8725,9881,1001,61476,"8,510666","50,179718"
Hessen,Hochtaunuskreis,Landkreis,Neu-Anspach, Stadt,36.12,14365,7041,7324,398,61267,"8,506889","50,291757"
Hessen,Hochtaunuskreis,Landkreis,Oberursel (Taunus), Stadt,45.34,46477,22532,23945,1025,61440,"8,582282","50,200588"
Hessen,Hochtaunuskreis,Landkreis,Schmitten im Taunus,,35.51,9349,4703,4646,263,61389,"8,444191","50,270038"
Hessen,Hochtaunuskreis,Landkreis,Steinbach (Taunus), Stadt,4.40,10797,5193,5604,2454,61449,"8,5721","50,167692"
Hessen,Hochtaunuskreis,Landkreis,Usingen, Stadt,55.81,15450,7596,7854,277,61250,"8,537436","50,333557"
Hessen,Hochtaunuskreis,Landkreis,Wehrheim,,38.34,9268,4628,4640,242,61273,"8,568053","50,302901"
Hessen,Hochtaunuskreis,Landkreis,Weilrod,,71.17,6883,3490,3393,97,61276,"8,380402","50,342201"
Hessen,Main-Kinzig-Kreis,Landkreis,Bad Orb, Stadt,47.75,9959,4767,5192,209,63619,"9,348206","50,227786"
Hessen,Main-Kinzig-Kreis,Landkreis,Bad Soden-Salmünster, Stadt,58.59,13646,6816,6830,233,63628,"9,372421","50,275248"
Hessen,Main-Kinzig-Kreis,Landkreis,Biebergemünd,,78.45,8255,4145,4110,105,63599,"9,276363","50,20755"
Hessen,Main-Kinzig-Kreis,Landkreis,Birstein,,86.61,6152,3072,3080,71,63633,"9,310281","50,353303"
Hessen,Main-Kinzig-Kreis,Landkreis,Brachttal,,30.84,4895,2427,2468,159,63636,"9,298776","50,302588"
Hessen,Main-Kinzig-Kreis,Landkreis,Bruchköbel, Stadt,29.88,20491,9900,10591,686,63486,"8,920577","50,178773"
Hessen,Main-Kinzig-Kreis,Landkreis,Erlensee, Stadt,18.58,15722,7939,7783,846,63526,"8,97813","50,171489"
Hessen,Main-Kinzig-Kreis,Landkreis,Flörsbachtal,,52.11,2314,1125,1189,44,63639,"9,480329","50,127726"
Hessen,Main-Kinzig-Kreis,Landkreis,Freigericht,,33.47,14341,7071,7270,428,63579,"9,112816","50,141455"
Hessen,Main-Kinzig-Kreis,Landkreis,Gelnhausen," Barbarossastadt, Kreisstadt",45.15,23252,11376,11876,515,63571,"9,191488","50,203103"
Hessen,Main-Kinzig-Kreis,Landkreis,Großkrotzenburg,,7.47,7259,3539,3720,972,63538,"8,980931","50,082686"
Hessen,Main-Kinzig-Kreis,Landkreis,Gründau,,67.60,14429,7130,7299,213,63584,"9,137636","50,209015"
Hessen,Main-Kinzig-Kreis,Landkreis,Hammersbach,,20.14,4804,2318,2486,239,63546,"8,985694","50,222678"
Hessen,Main-Kinzig-Kreis,Landkreis,Hanau, Brüder-Grimm-Stadt,76.28,96786,47632,49154,1269,63450,"8,915189","50,135573"
Hessen,Main-Kinzig-Kreis,Landkreis,Hasselroth,,18.93,7304,3587,3717,386,63594,"9,090602","50,161122"
Hessen,Main-Kinzig-Kreis,Landkreis,Jossgrund,,50.69,3391,1699,1692,67,63637,"9,472834","50,191178"
Hessen,Main-Kinzig-Kreis,Landkreis,Langenselbold, Stadt,26.23,14402,7115,7287,549,63505,"9,039698","50,175668"
Hessen,Main-Kinzig-Kreis,Landkreis,Linsengericht,,29.80,9717,4803,4914,326,63589,"9,19923","50,188757"
Hessen,Main-Kinzig-Kreis,Landkreis,Maintal, Stadt,32.41,38824,19451,19373,1198,63477,"8,843408","50,139416"
Hessen,Main-Kinzig-Kreis,Landkreis,Neuberg,,10.55,5274,2581,2693,500,63543,"8,996444","50,18774"
Hessen,Main-Kinzig-Kreis,Landkreis,Nidderau, Stadt,46.73,20087,9926,10161,430,61130,"8,87606","50,220979"
Hessen,Main-Kinzig-Kreis,Landkreis,Niederdorfelden,,6.52,4115,2023,2092,631,61138,"8,800797","50,195455"
Hessen,Main-Kinzig-Kreis,Landkreis,Rodenbach,,16.74,10939,5322,5617,653,63517,"9,021246","50,14547"
Hessen,Main-Kinzig-Kreis,Landkreis,Ronneburg,,14.25,3483,1692,1791,244,63549,"9,04344","50,216857"
Hessen,Main-Kinzig-Kreis,Landkreis,Schlüchtern, Stadt,113.30,15786,7843,7943,139,36381,"9,524202","50,347107"
Hessen,Main-Kinzig-Kreis,Landkreis,Schöneck,,21.50,11775,5801,5974,548,61137,"8,853098","50,201068"
Hessen,Main-Kinzig-Kreis,Landkreis,Sinntal,,111.82,8790,4475,4315,79,36391,"9,623114","50,312197"
Hessen,Main-Kinzig-Kreis,Landkreis,Steinau an der Straße, Brüder-Grimm-Stadt,104.86,10161,5030,5131,97,36396,"9,461969","50,313016"
Hessen,Main-Kinzig-Kreis,Landkreis,Wächtersbach, Stadt,50.79,12702,6320,6382,250,63607,"9,292299","50,257679"
Hessen,Main-Kinzig-Kreis,Landkreis,Gutsbezirk Spessart, gemfr. Gebiet,89.29,0,0,0,0,,"9,539483","50,241618"
Hessen,Main-Taunus-Kreis,Landkreis,Bad Soden am Taunus, Stadt,12.50,23126,11145,11981,1850,65812,"8,5018","50,143796"
Hessen,Main-Taunus-Kreis,Landkreis,Eppstein, Stadt,24.19,13008,6368,6640,538,65817,"8,396967","50,140666"
Hessen,Main-Taunus-Kreis,Landkreis,Eschborn, Stadt,12.13,22282,11078,11204,1837,65760,"8,569823","50,143505"
Hessen,Main-Taunus-Kreis,Landkreis,Flörsheim am Main, Stadt,22.99,21356,10600,10756,929,65439,"8,430161","50,013676"
Hessen,Main-Taunus-Kreis,Landkreis,Hattersheim am Main, Stadt,15.80,28328,14188,14140,1793,65795,"8,485929","50,07225"
Hessen,Main-Taunus-Kreis,Landkreis,Hochheim am Main, Stadt,19.47,18517,9128,9389,951,65239,"8,353313","50,01113"
Hessen,Main-Taunus-Kreis,Landkreis,Hofheim am Taunus, Kreisstadt,57.43,39326,19205,20121,685,65719,"8,446053","50,088576"
Hessen,Main-Taunus-Kreis,Landkreis,Kelkheim (Taunus), Stadt,30.73,28273,13739,14534,920,65779,"8,452115","50,133925"
Hessen,Main-Taunus-Kreis,Landkreis,Kriftel,,6.76,11212,5437,5775,1659,65830,"8,468224","50,082683"
Hessen,Main-Taunus-Kreis,Landkreis,Liederbach am Taunus,,6.20,8851,4376,4475,1428,65835,"8,494169","50,117038"
Hessen,Main-Taunus-Kreis,Landkreis,Schwalbach am Taunus, Stadt,6.47,15413,7463,7950,2382,65824,"8,537789","50,149333"
Hessen,Main-Taunus-Kreis,Landkreis,Sulzbach (Taunus),,7.85,8901,4390,4511,1134,65843,"8,528319","50,13359"
Hessen,Odenwaldkreis,Landkreis,Bad König, Stadt,46.73,9449,4537,4912,202,64732,"9,005106","49,743868"
Hessen,Odenwaldkreis,Landkreis,Brensbach,,23.18,4895,2481,2414,211,64395,"8,878516","49,772941"
Hessen,Odenwaldkreis,Landkreis,Breuberg, Stadt,30.76,7179,3580,3599,233,64747,"9,018078","49,819229"
Hessen,Odenwaldkreis,Landkreis,Brombachtal,,20.44,3392,1668,1724,166,64753,"8,950526","49,73555"
Hessen,Odenwaldkreis,Landkreis,Erbach, Kreisstadt,61.52,14109,6980,7129,229,64711,"8,99268","49,657653"
Hessen,Odenwaldkreis,Landkreis,Fränkisch-Crumbach,,16.12,2952,1432,1520,183,64407,"8,858014","49,745722"
Hessen,Odenwaldkreis,Landkreis,Höchst i. Odw.,,30.51,9780,4823,4957,321,64739,"8,993999","49,799584"
Hessen,Odenwaldkreis,Landkreis,Lützelbach,,35.44,6743,3370,3373,190,64750,"9,079658","49,786263"
Hessen,Odenwaldkreis,Landkreis,Michelstadt, Stadt,86.98,15478,7609,7869,178,64720,"9,004011","49,679443"
Hessen,Odenwaldkreis,Landkreis,Mossautal,,48.49,2436,1228,1208,50,64756,"8,931026","49,644703"
Hessen,Odenwaldkreis,Landkreis,Reichelsheim (Odenwald),,58.21,8269,4089,4180,142,64385,"8,839871","49,712441"
Hessen,Odenwaldkreis,Landkreis,Oberzent, Stadt,165.61,9564,4787,4777,58,64760,"8,9735","49,567461"
Hessen,Offenbach,Landkreis,Dietzenbach, Kreisstadt,21.68,35590,17846,17744,1642,63128,"8,781779","50,008939"
Hessen,Offenbach,Landkreis,Dreieich, Stadt,53.27,41756,20640,21116,784,63303,"8,69546","50,017689"
Hessen,Offenbach,Landkreis,Egelsbach,,14.81,10964,5416,5548,740,63329,"8,666586","49,969305"
Hessen,Offenbach,Landkreis,Hainburg,,15.94,14441,7075,7366,906,63512,"8,941007","50,082103"
Hessen,Offenbach,Landkreis,Heusenstamm, Stadt,19.03,19202,9427,9775,1009,63150,"8,806283","50,059432"
Hessen,Offenbach,Landkreis,Langen (Hessen), Stadt,29.12,38278,18801,19477,1314,63225,"8,679424","49,989495"
