Gemeinde;Gemeindename;Erststimmen;AfD - Erststimmen;%AFD
21;Burgwalde;142;49;34.50704225352113
21;Cammin;453;191;42.16335540838852
21;Charlottenberg;70;20;28.571428571428573
21;Christinenthal;45;15;33.333333333333336
21;Dahmker;94;21;22.340425531914892
21;Dalberg;114;31;27.19298245614035
21;Diekhusen-Fahrstedt;382;92;24.083769633507853
21;Dohr;260;54;20.76923076923077
21;Dreschvitz;326;162;49.693251533742334
21;Durbach;2709;402;14.839424141749722
21;Eberstadt;2022;467;23.095944609297725
21;Eckersweiler;72;22;30.555555555555557
21;Edesheim;694;162;23.34293948126801
21;Eichenbach;32;9;28.125
21;Eigeltingen;2396;596;24.874791318864773
21;Ellscheid;107;21;19.626168224299064
21;Elzweiler;58;20;34.48275862068966
21;Erbes-Büdesheim;547;171;31.26142595978062
21;Essingen;4350;864;19.862068965517242
21;Farschweiler;242;75;30.99173553719008
21;Finkenbach-Gersweiler;201;46;22.885572139303484
21;Forst;4883;1115;22.83432316199058
21;Freienorla;190;87;45.78947368421053
21;Föhrden-Barl;149;41;27.516778523489933
21;Gadebusch, Stadt;2060;991;48.10679611650485
21;Gensingen;1510;357;23.642384105960264
21;Gerolsheim;777;233;29.987129987129986
21;Giekau;542;86;15.867158671586715
21;Girod;477;119;24.947589098532493
21;Großbottwar, Stadt;5008;950;18.96964856230032
21;Großrudestedt;1128;511;45.301418439716315
21;Grönwohld;733;115;15.688949522510232
21;Guderhandviertel;526;97;18.44106463878327
21;Hasbergen;7138;967;13.547212104230876
21;Hasloh;2595;352;13.564547206165702
21;Haussömmern;114;64;56.14035087719298
21;Heeslingen;2642;540;20.439061317183953
21;Heiligenhafen, Stadt;5941;1040;17.505470459518598
21;Henfstädt;169;102;60.35502958579882
21;Hermaringen;1493;334;22.371064969859344
21;Herrenberg, Stadt;19483;2934;15.05928245136786
21;Herzlake;2259;468;20.717131474103585
21;Hildesheim, Stadt;58904;8767;14.883539318212685
21;Hirschthal;36;11;30.555555555555557
21;Holenberg;199;28;14.07035175879397
21;Jühnde;538;79;14.684014869888475
21;Kakenstorf;767;154;20.078226857887874
21;Kirchdorf;896;180;20.089285714285715
21;Kissenbrück;878;152;17.312072892938495
21;Krickenbach;851;179;21.034077555816687
21;Lüdersburg;350;70;20.0
21;Lüdersfeld;581;105;18.072289156626507
21;Marklohe;2396;407;16.986644407345576
21;Neuburg am Rhein;1729;335;19.375361480624637
21;Nidderau, Stadt;13080;2255;17.24006116207951
21;Osteel;1401;347;24.76802284082798
21;Otterstadt;2132;419;19.652908067542214
21;Parsau;1006;309;30.715705765407556
21;Poppenhausen (Wasserkuppe);1881;331;17.597022860180754
21;Reichelsheim (Wetterau), Stadt;4353;962;22.09970135538709
21;Schaafheim;5809;1293;22.258564296780857
21;Schnackenburg, Stadt;223;35;15.695067264573991
21;Schrecksbach;2100;477;22.714285714285715
21;Solms, Stadt;8340;2127;25.503597122302157
21;Soltau, Stadt;13417;2677;19.95229932175598
21;Süpplingen;790;261;33.037974683544306
21;Wald-Michelbach;6194;1484;23.95866968033581
21;Waldeck, Nationalparkstadt;4675;1009;21.58288770053476
21;Wangerooge, Nordseebad;709;79;11.142454160789844
21;Wathlingen;3958;939;23.72410308236483
21;Weener, Stadt;9548;2277;23.847926267281107
21;Wetter (Hessen), Stadt;5681;1163;20.471747931702165
21;Wunstorf, Stadt;26719;4056;15.180208840151204
22;Bonndorf im Schwarzwald, Stadt;3911;864;22.09153669138328
22;Bordesholm;3736;426;11.402569593147751
22;Buggingen;2765;478;17.2875226039783
22;Burg (in Niehl enthalten);0;0;
22;Burow;434;244;56.22119815668203
22;Butzow;247;124;50.202429149797574
22;Börslingen;107;32;29.906542056074766
22;Carinerland;658;307;46.65653495440729
22;Cramberg;230;70;30.434782608695652
22;Dagebüll;427;82;19.20374707259953
22;Dalldorf;203;57;28.07881773399015
22;Daubach (einschl. Rehbach);125;27;21.6
22;Dierscheid;77;13;16.883116883116884
22;Dingen;385;101;26.233766233766232
22;Dägeling;604;129;21.357615894039736
22;Dünfus;110;17;15.454545454545455
22;Egenhausen;1352;355;26.257396449704142
22;Eichelhardt;208;57;27.403846153846153
22;Eixen;382;221;57.853403141361255
22;Elchweiler;49;16;32.6530612244898
22;Engen, Stadt;6576;1458;22.17153284671533
22;Erdesbach;232;73;31.46551724137931
22;Esch;136;26;19.11764705882353
22;Eschbach;204;39;19.11764705882353
22;Esselborn;162;52;32.098765432098766
22;Fambach;1041;480;46.10951008645533
22;Fell;757;175;23.11756935270806
22;Fredesdorf;232;77;33.189655172413794
22;Friemar;495;256;51.717171717171716
22;Fuchshofen;36;6;16.666666666666668
22;Gaiberg;1595;252;15.799373040752352
22;Gauersheim;460;156;33.91304347826087
22;Geisenhain;101;40;39.603960396039604
22;Geislingen, Stadt;3864;1023;26.475155279503106
22;Goddert;172;47;27.325581395348838
22;Grebin;548;99;18.065693430656935
22;Greiz, Stadt;12253;5312;43.35264833102097
22;Grolsheim;530;151;28.49056603773585
22;Großbettlingen;2753;592;21.503814021067925
22;Großensee;848;146;17.21698113207547
22;Großheringen;390;183;46.92307692307692
22;Gägelow;1237;498;40.258690379951496
22;Gönnheim;538;99;18.401486988847584
22;Günstedt;400;210;52.5
22;Hammah;1736;544;31.336405529953918
22;Heede;450;91;20.22222222222222
22;Hellwege;656;87;13.262195121951219
22;Hemmoor, Stadt;3710;1060;28.571428571428573
22;Herbsleben;1455;792;54.43298969072165
22;Heringsdorf;565;117;20.707964601769913
22;Hildrizhausen;2237;372;16.62941439427805
22;Hilkenbrook;433;65;15.011547344110854
22;Hilter am Teutoburger Wald;6793;1019;15.000736051818048
22;Holle;4882;826;16.919295370749694
22;Holzen;269;53;19.702602230483272
22;Höheinöd;395;112;28.354430379746834
22;Hügelsheim;2623;1040;39.64925657643919
22;Kirchentellinsfurt;3544;420;11.851015801354402
22;Kneitlingen;407;67;16.461916461916463
22;Krebeck;574;64;11.149825783972126
22;Kriebitzsch;591;355;60.06768189509306
22;Königsmoor;320;95;29.6875
22;Landstuhl, Sickingenstadt, Stadt;4034;1201;29.771938522558255
22;Lembruch;512;84;16.40625
22;Luhden;571;162;28.371278458844134
22;Lüneburg, Hansestadt;48511;5468;11.271670342808848
22;Meerbusch, Stadt;35482;3670;10.343272645284934
22;Neupotz;502;139;27.689243027888445
22;Niederdorfelden;2400;497;20.708333333333332
22;Nienburg (Weser), Stadt;17605;4017;22.817381425731327
22;Rasdorf, Point-Alpha-Gemeinde;1126;234;20.78152753108348
22;Rechtsupweg;1363;417;30.594277329420397
22;Reinhardshagen;2945;718;24.38030560271647
22;Ribbesbüttel;1131;308;27.232537577365164
22;Rockenberg;2916;439;15.054869684499314
22;Rödersheim-Gronau;1987;437;21.992954202315047
22;Schnega;562;122;21.708185053380785
22;Schwalmstadt, Konfirmationsstadt;10710;2811;26.246498599439775
22;Seeheim-Jugenheim;10252;1331;12.982832618025752
22;Stoetze;316;66;20.88607594936709
22;Süpplingenburg;371;81;21.83288409703504
22;Waldsolms;3259;795;24.39398588524087
22;Westoverledingen;13300;3347;25.165413533834588
22;Wienhausen, Klostergemeinde;2885;522;18.09358752166378
22;Willingen (Upland);3661;591;16.143130292269873
22;Wohratal;1484;359;24.191374663072775
22;Zwingenberg, Stadt;4697;685;14.583776878858846
23;Borgdorf-Seedorf;262;47;17.938931297709924
23;Budenbach;86;19;22.093023255813954
23;Bülow;172;81;47.093023255813954
23;Bütow;252;141;55.95238095238095
23;Daberkow;176;85;48.29545454545455
23;Dachsenhausen;396;76;19.19191919191919
23;Dahmen;242;95;39.256198347107436
23;Dammfleth;147;33;22.448979591836736
23;Dassendorf;1624;298;18.34975369458128
23;Daxweiler;342;83;24.269005847953217
23;Dieterode;44;15;34.09090909090909
23;Drage;345;55;15.942028985507246
23;Dörpling;310;95;30.64516129032258
23;Düngenheim;378;116;30.687830687830687
23;Eichen;217;77;35.483870967741936
23;Einig;47;3;6.382978723404255
23;Ellenberg;30;9;30.0
23;Ellingstedt;418;91;21.770334928229666
23;Elmenhorst;429;257;59.90675990675991
23;Empfertshausen;279;121;43.369175627240146
23;Essingen;794;157;19.77329974811083
23;Eßbach;144;84;58.333333333333336
23;Eßweiler;145;63;43.44827586206897
23;Feusdorf;178;33;18.53932584269663
23;Fichtenberg;1877;488;25.998934469898774
23;Floh-Seligenthal;3916;1580;40.34729315628192
23;Flörsheim-Dalsheim;964;235;24.37759336099585
23;Frankenblick;3777;1674;44.3208895949166
23;Fuhlendorf;236;56;23.728813559322035
23;Gammelshausen;944;186;19.703389830508474
23;Gaugrehweiler;370;107;28.91891891891892
23;Glasin;352;212;60.22727272727273
23;Grosselfingen;1345;463;34.42379182156134
23;Großbarkau;142;15;10.56338028169014
23;Großenstein;642;303;47.19626168224299
23;Großhansdorf;6533;623;9.536200826572784
23;Großkarlbach;457;75;16.411378555798688
23;Großmaischeid;677;209;30.87149187592319
23;Görgeshausen;364;64;17.582417582417584
23;Harsefeld, Flecken;6876;1591;23.13845258871437
23;Hausen ob Verena;537;139;25.884543761638735
23;Heidgraben;1475;242;16.406779661016948
23;Helvesiek;494;88;17.813765182186234
23;Holzminden, Stadt;11052;2433;22.01411509229099
23;Höheischweiler;275;120;43.63636363636363
23;Hüven;320;26;8.125
23;Iffezheim;3312;602;18.17632850241546
23;Kabelhorst;217;38;17.51152073732719
23;Kettenkamp;861;186;21.60278745644599
23;Kusterdingen;5889;787;13.36389879436237
23;Landolfshausen;583;54;9.262435677530018
23;Langenleuba-Niederhain;998;478;47.895791583166336
23;Lemförde, Flecken;1475;300;20.338983050847457
23;Linden;785;202;25.73248407643312
23;Marschacht;2082;459;22.046109510086456
23;Mechtersen;340;34;10.0
23;Meerbeck;1001;200;19.98001998001998
23;Ohrum;338;60;17.75147928994083
23;Ottersheim bei Landau;580;161;27.75862068965517
23;Pennigsehl;650;131;20.153846153846153
23;Rodenbach;6967;1359;19.506243720396153
23;Rosbach v. d. Höhe, Stadt;7974;1315;16.491096062202157
23;Römerberg;6305;1215;19.270420301348135
23;Rötgesbüttel;1217;280;23.007395234182415
23;Schauenburg;7077;1352;19.10414017238943
23;Schwarzenborn, Stadt;642;176;27.414330218068535
23;Suderburg;2269;473;20.846187747906566
23;Südbrookmerland;12416;3288;26.4819587628866
23;Tann (Rhön), Stadt;2903;792;27.282121942817774
23;Trebel;412;57;13.83495145631068
23;Uelsen;2927;341;11.650153741031772
23;Weiterstadt, Stadt;13933;2492;17.885595349171034
23;Wetzlar, Stadt;28258;6336;22.421968999929224
23;Wietze;4834;1181;24.43111294993794
23;Wietzendorf;2124;438;20.62146892655367
24;Bad Liebenwerda, Stadt;5938;2549;42.926911417985856
24;Bad Saarow;4139;1309;31.62599661754047
24;Biesenthal, Stadt;4000;1295;32.375
24;Borgstedt;924;166;17.965367965367964
24;Breitingen;180;60;33.333333333333336
24;Bunde;4527;1015;22.421029379279876
24;Büchenbeuren;589;311;52.801358234295414
24;Cambs;328;143;43.59756097560975
24;Dahlem;122;16;13.114754098360656
24;Dahlheim;204;37;18.137254901960784
24;Dalkendorf;129;70;54.263565891472865
24;Desloch;158;44;27.848101265822784
24;Dietzenrode/Vatterode;83;20;24.096385542168676
24;Drage;126;28;22.22222222222222
24;Dreis;479;64;13.36116910229645
24;Drelsdorf;700;100;14.285714285714286
24;Dörentrup;5046;1171;23.206500198176773
24;Düchelsdorf;80;19;23.75
24;Ebenweiler;910;235;25.824175824175825
24;Eddelak;674;177;26.26112759643917
24;Ediger-Eller;388;54;13.917525773195877
24;Elben;141;39;27.659574468085108
24;Ellhofen;2354;494;20.985556499575193
24;Ellweiler;141;43;30.49645390070922
24;Empfingen;2609;702;26.90686086623227
24;Erfde;1180;295;25.0
24;Etschberg;239;38;15.899581589958158
24;Eußerthal;251;73;29.083665338645417
24;Everswinkel;6560;705;10.746951219512194
24;Fahrenbach;1774;410;23.11161217587373
24;Fischingen;505;56;11.089108910891088
24;Flomborn;407;135;33.16953316953317
24;Frankenheim/Rhön;481;241;50.103950103950105
24;Franzburg, Stadt;626;349;55.75079872204473
24;Frechen, Stadt;30895;4761;15.41026055996116
24;Föritztal;5683;2579;45.380960760161884
24;Gehrweiler;205;53;25.853658536585368
24;Geislingen an der Steige, Stadt;11962;2693;22.512957699381374
24;Geschendorf;322;70;21.73913043478261
24;Gneus;86;38;44.18604651162791
24;Gottesgabe;381;154;40.41994750656168
24;Großerlach;1532;542;35.37859007832898
24;Großharrie;315;62;19.682539682539684
24;Großholbach;371;104;28.032345013477087
24;Grünstadt, Stadt;8600;1545;17.96511627906977
24;Guntersblum;2532;434;17.140600315955766
24;Göggingen;1678;513;30.572109654350417
24;Hammerstein;218;41;18.807339449541285
24;Hardt;1801;365;20.266518600777346
24;Heek;5789;643;11.107272413197444
24;Heinbockel;864;220;25.462962962962962
24;Heist;1507;266;17.650962176509623
24;Hemsbünde;625;143;22.88
24;Hildburghausen, Stadt;6281;3128;49.80098710396434
24;Hollnseth;523;98;18.738049713193117
24;Holzgerlingen, Stadt;8313;1358;16.335859497173104
24;Horstmar, Stadt der Burgmannshöfe;4429;485;10.95055317227365
24;Höhfröschen;297;98;32.996632996633
24;Hövelhof, Sennegemeinde;10736;1949;18.15387481371088
24;Immenstaad am Bodensee;4080;668;16.372549019607842
24;Iserlohn, Stadt;51052;10492;20.55159445271488
24;Jülich, Stadt;20370;3422;16.799214531173295
24;Kalkar, Stadt;8660;1609;18.579676674364897
24;Kall;7381;1574;21.325023709524455
24;Kasseedorf;757;183;24.17437252311757
24;Kehmstedt;258;95;36.82170542635659
24;Klein Berßen;649;85;13.097072419106317
24;Kreuztal, Stadt;17895;3746;20.933221570271026
24;Kuppenheim, Stadt;4967;1034;20.817394805717736
24;Königswinter, Stadt;26735;3217;12.032915653637554
24;Langenberg;5414;898;16.58662726265238
24;Lippetal;8011;1229;15.3414055673449
24;Löhne, Stadt;23747;5333;22.457573588242724
24;Lüdinghausen, Stadt;16662;2187;13.125675189052934
24;Lünen, Stadt;48277;10938;22.656751662282247
24;Maasen;208;35;16.826923076923077
24;Mackenbach;1226;342;27.895595432300162
24;Malterdingen;2183;348;15.941365093907466
24;Marienheide;8314;1949;23.442386336300217
24;Marienmünster, Stadt;3506;578;16.486023958927554
24;Marl, Stadt;47916;11580;24.167292762334085
24;Marsberg, Stadt;12224;2243;18.349149214659686
24;Marxen;707;106;14.992927864214993
24;Melbeck;1540;367;23.83116883116883
24;Melle, Stadt;30324;4170;13.751483973090622
24;Messenkamp;374;75;20.053475935828878
24;Mettmann, Stadt;23450;3808;16.238805970149254
24;Minden, Stadt;46500;9449;20.32043010752688
24;Moers, Stadt;60637;11174;18.42769266289559
24;Neuss, Stadt;85950;13910;16.183827806864457
24;Niemetal;871;158;18.14006888633754
24;Olpe, Stadt;15288;2197;14.370748299319727
24;Overath, Stadt;17483;2392;13.681862380598295
24;Raddestorf;981;145;14.780835881753314
24;Rheinzabern;1371;364;26.549963530269878
24;Roetgen, Tor zur Eifel;5971;0;0.0
24;Ronneburg;2291;574;25.05456132693147
24;Rühen;2850;868;30.45614035087719
24;Schwalmtal;12162;1910;15.704653839828975
24;Schwelm, Stadt;16194;3108;19.19229344201556
24;Selfkant;4688;670;14.291808873720136
24;Spangenberg, Liebenbachstadt;3720;847;22.768817204301076
24;Suhlendorf;1117;241;21.575649059982094
24;Söhrewald;3148;613;19.472681067344347
24;Upgant-Schott;2523;603;23.900118906064208
24;Velpke;2410;619;25.684647302904565
24;Waddeweitz;406;46;11.330049261083744
24;Walsrode, Stadt;19244;3643;18.930575763874455
24;Wielen;157;7;4.45859872611465
24;Winsen (Aller);9103;2256;24.783038558716907
24;Wölfersheim;6237;1620;25.974025974025974
25;Am Großen Bruch;1370;664;48.46715328467153
25;Bad Lauchstädt, Goethestadt;5958;2757;46.273917421953676
25;Balgstädt;724;357;49.30939226519337
25;Bockhorn;5931;1187;20.01348845051425
25;Bornholt;108;25;23.14814814814815
25;Carpin;414;198;47.82608695652174
25;Crivitz, Stadt;2187;961;43.94147233653406
25;Damscheid;263;40;15.209125475285171
25;Dargelin;194;92;47.422680412371136
25;Dausenau;457;94;20.568927789934353
25;Dauwelshausen;33;2;6.0606060606060606
25;Dunsum;40;3;7.5
25;Duvensee;319;75;23.510971786833856
25;Dörrebach;295;60;20.338983050847457
25;Eckfeld;140;21;15.0
25;Ecklak (einschl. Aebtissinwisch);198;42;21.21212121212121
25;Elkenroth;639;182;28.482003129890455
25;Ellenz-Poltersdorf;337;47;13.946587537091988
25;Enzklösterle;796;177;22.236180904522612
25;Eschede;3691;804;21.782714711460308
25;Ettringen;981;343;34.96432212028542
25;Fisch;148;30;20.27027027027027
25;Fischbach;361;97;26.869806094182824
25;Flemlingen;143;30;20.97902097902098
25;Flonheim;1071;252;23.529411764705884
25;Friedelshausen;150;59;39.333333333333336
25;Fröhnd;343;68;19.825072886297377
25;Fuhlendorf;423;187;44.2080378250591
25;Föckelberg;135;41;30.37037037037037
25;Gaienhofen;2152;275;12.778810408921933
25;Gaildorf, Stadt;6476;1563;24.13526868437307
25;Gefell;46;6;13.043478260869565
25;Gerbach;325;55;16.923076923076923
25;Gingen an der Fils;2794;618;22.11882605583393
25;Glasau;503;95;18.88667992047714
25;Gondelsheim;2363;607;25.687685146000845
25;Grambow;369;139;37.669376693766935
25;Großschwabhausen;649;245;37.750385208012325
25;Gönnersdorf;271;63;23.247232472324722
25;Gösen;110;51;46.36363636363637
25;Hahnheim;1103;170;15.41251133272892
25;Haigerloch, Stadt;6609;1653;25.01134816159782
25;Hamberge;973;180;18.499486125385406
25;Hanroth;244;95;38.9344262295082
25;Hartenfels;345;94;27.246376811594203
25;Haßleben;580;271;46.724137931034484
25;Haßloch;13277;3497;26.33878135120886
25;Heikendorf;4183;497;11.881424814726273
25;Heimsheim, Stadt;2974;486;16.341627437794216
25;Helgoland;866;91;10.508083140877599
25;Hemslingen;741;171;23.076923076923077
25;Himmelpforten;2594;704;27.139552814186583
25;Horbach;215;45;20.930232558139537
25;Ihlienworth;737;180;24.423337856173678
25;Immendingen;3551;1070;30.13235708251197
25;Kellenhusen (Ostsee);527;86;16.31878557874763
25;Kirchbrak;409;100;24.449877750611247
25;Kloster Veßra;179;111;62.01117318435754
25;Kluse;874;185;21.16704805491991
25;Königsbronn;4375;999;22.834285714285713
25;Marl;330;57;17.272727272727273
25;Mehlbach;724;249;34.392265193370164
25;Menslage;1131;181;16.003536693191865
25;Moisburg;987;181;18.33839918946302
25;Mössingen, Stadt;12102;2313;19.112543381259297
25;Nahrendorf;577;133;23.050259965337954
25;Niedernwöhren;1017;159;15.634218289085545
25;Obernfeld;488;86;17.62295081967213
25;Rehburg-Loccum, Stadt;6363;1324;20.80779506522081
25;Roklum;250;47;18.8
25;Rülzheim;2102;852;40.532825880114174
25;Sassenburg;7467;2197;29.422793625284587
25;Schifferstadt, Stadt;11734;2245;19.13243565706494
25;Schlüchtern, Stadt;9700;2405;24.79381443298969
25;Trendelburg, Stadt;3374;648;19.20569057498518
25;Uelzen, Hansestadt;20477;4269;20.847780436587392
25;Wabern;4857;1223;25.180152357422276
25;Warberg;417;108;25.899280575539567
25;Wiesmoor, Stadt;9562;1888;19.74482325873248
25;Wietmarschen;8562;1124;13.1277738846064
25;Woltersdorf;437;102;23.340961098398168
25;Wöllstadt;4143;735;17.740767559739318
26;Apenburg-Winterfeld, Flecken;1085;460;42.3963133640553
26;Barby, Stadt;5270;2264;42.96015180265655
26;Bovenau;589;99;16.808149405772497
26;Cölpin;502;265;52.788844621513945
26;Dabel;654;325;49.694189602446485
26;Dargen;319;188;58.93416927899686
26;Dessighofen;72;21;29.166666666666668
26;Dobbin-Linstow;281;129;45.90747330960854
26;Dockendorf;84;5;5.9523809523809526
26;Dorsheim;302;66;21.85430463576159
26;Ecklingerode;404;154;38.118811881188115
26;Eggstedt;429;113;26.34032634032634
26;Einhaus;245;46;18.775510204081634
26;Eisenschmitt (einschl. Schwarzenborn);136;27;19.852941176470587
26;Elskop;91;35;38.46153846153846
26;Emmerzhausen;282;83;29.43262411347518
26;Eppenberg;95;34;35.78947368421053
26;Eppingen, Stadt;12538;3715;29.62992502791514
26;Ettenheim, Stadt;8592;1612;18.761638733705773
26;Fahrdorf;1283;163;12.704598597038192
26;Fohren-Linden;155;40;25.806451612903224
26;Framersheim;525;181;34.476190476190474
26;Frankweiler;273;78;28.571428571428573
26;Föhren;1025;188;18.341463414634145
26;Gailingen am Hochrhein;1740;371;21.32183908045977
26;Gerolstein, Stadt;2155;739;34.292343387471
26;Gierstädt;455;195;42.857142857142854
26;Golmsdorf;418;163;38.995215311004785
26;Grevesmühlen, Stadt;6494;2413;37.157376039421
26;Göllheim;1151;459;39.87836663770634
26;Gönnebek;303;73;24.09240924092409
26;Göppingen, Stadt;28353;6974;24.59704440447219
26;Hamfelde;243;35;14.40329218106996
26;Hardert;534;128;23.970037453183522
26;Harscheid;58;17;29.310344827586206
26;Harxheim;1565;179;11.437699680511182
26;Heilberscheid;311;51;16.39871382636656
26;Helmstorf;185;18;9.72972972972973
26;Hemdingen;983;185;18.819938962360123
26;Hepstedt;577;99;17.157712305025996
26;Herxheim am Berg;511;93;18.199608610567516
26;Hollern-Twielenfleth;1544;233;15.090673575129534
26;Kleinfurra;590;281;47.6271186440678
26;Kröppen;234;52;22.22222222222222
26;Lauenförde, Flecken;1056;225;21.306818181818183
26;Lengfeld;228;126;55.26315789473684
26;Lähden;2407;303;12.588284171167428
26;Löbichau;569;270;47.45166959578207
26;Martfeld;1552;254;16.3659793814433
26;Mehlingen;1465;458;31.262798634812288
26;Merzen;1888;366;19.385593220338983
26;Monheim am Rhein, Stadt;24702;4156;16.824548619544977
26;Nattheim;4182;1056;25.251076040172165
26;Neetze;1405;305;21.708185053380785
26;Nehren;2843;413;14.526908195568062
26;Neu Wulmstorf;14631;2775;18.96657781423006
26;Nienstädt;2273;467;20.545534535855698
26;Nordstemmen;8343;1664;19.94486395780894
26;Osterode am Harz, Stadt;13266;2452;18.48334087140057
26;Rodewald;1431;314;21.94269741439553
26;Schöneck;7561;1303;17.23317021557995
26;Schönewörde;483;115;23.80952380952381
26;Südheide;7563;1386;18.32606108687029
26;Varel, Stadt;16330;2739;16.772810777709736
26;Vellmar, Stadt;11812;1944;16.45783948526922
26;Waldsee;3639;794;21.819181093707062
26;Weste;461;127;27.54880694143167
26;Willingshausen;3307;910;27.517387360145147
26;Wilsum;820;62;7.560975609756097
26;Wirdum;688;181;26.308139534883722
26;Wolsdorf;455;153;33.62637362637363
26;Wustrow (Wendland), Stadt;1171;223;19.043552519214348
27;Bad Zwesten;2572;618;24.027993779160187
27;Brammer;197;29;14.720812182741117
27;Dachsberg (Südschwarzwald);902;140;15.521064301552107
27;Dambeck;175;92;52.57142857142857
27;Dargun, Stadt;2859;1262;44.141308149702695
27;Dersekow;574;286;49.825783972125436
27;Dichtelbach;273;68;24.90842490842491
27;Dienethal;99;22;22.22222222222222
27;Dolgen am See;297;113;38.04713804713805
27;Dornum;3105;586;18.872785829307567
27;Duchroth;189;53;28.04232804232804
27;Dudeldorf;248;53;21.370967741935484
27;Effelder;628;259;41.24203821656051
27;Eichstegen;244;71;29.098360655737704
27;Ellhöft;46;10;21.73913043478261
27;Elmenhorst;427;113;26.463700234192036
27;Elpersbüttel;490;112;22.857142857142858
27;Engelbrechtsche Wildnis;378;68;17.98941798941799
27;Erlenbach;3218;606;18.831572405220633
27;Ernst;237;29;12.236286919831224
27;Ersfeld;41;10;24.390243902439025
27;Eutingen im Gäu;3762;859;22.833599149388622
27;Franzenheim;152;35;23.026315789473685
27;Frauenberg;161;48;29.81366459627329
27;Freimersheim;265;90;33.9622641509434
27;Freimersheim (Pfalz);353;62;17.56373937677054
27;Frohnhofen;198;67;33.83838383838384
27;Gappenach;143;33;23.076923076923077
27;Garz/Rügen, Stadt;995;497;49.949748743718594
27;Gillenfeld;425;76;17.88235294117647
27;Gomadingen;1512;288;19.047619047619047
27;Gonbach;164;32;19.51219512195122
27;Grieben;85;19;22.352941176470587
27;Großenaspe;1592;388;24.371859296482413
27;Gschwend;3173;839;26.441853135833597
27;Hammerstedt;106;42;39.62264150943396
27;Hammoor;643;103;16.018662519440124
27;Harschbach;178;58;32.58426966292135
27;Heckenbach;110;21;19.09090909090909
27;Heddesbach;294;67;22.789115646258505
27;Heiligenroth;493;95;19.26977687626775
27;Hemmingen;4547;954;20.980866505388168
27;Hetlingen;739;124;16.779431664411366
27;Hettenleidelheim;1027;258;25.121713729308667
27;Hilbersdorf;129;47;36.434108527131784
27;Hipstedt;683;132;19.32650073206442
27;Hochdorf;3144;540;17.17557251908397
27;Horneburg, Flecken;3050;693;22.721311475409838
27;Hornsömmern;92;45;48.91304347826087
27;Högsdorf;206;46;22.33009708737864
27;Hüfingen, Stadt;4641;968;20.85757379875027
27;Irndorf;508;136;26.771653543307085
27;Lahn;466;57;12.231759656652361
27;Leimen;235;97;41.276595744680854
27;Lenne;340;72;21.176470588235293
27;Lensahn;2409;522;21.668742216687424
27;Lödla;426;196;46.009389671361504
27;Mellinghausen;485;71;14.639175257731958
27;Mittelbrunn;471;142;30.148619957537154
27;Neuenkirchen;2148;488;22.71880819366853
27;Niederstotzingen, Stadt;2996;838;27.970627503337784
27;Nordsehl;358;80;22.3463687150838
27;Oldendorf (Luhe);566;121;21.37809187279152
27;Otter;934;205;21.948608137044967
27;Rhumspringe;824;141;17.111650485436893
27;Rohrsen;554;174;31.407942238267147
27;Scheibenhardt;419;76;18.13842482100239
27;Schwülper;3983;593;14.888275169470248
27;Schöppenstedt, Stadt;2274;550;24.186455584872473
27;Schüttorf, Stadt;6448;1214;18.827543424317618
27;Sinntal;6005;1775;29.55870108243131
27;Söllingen;703;238;33.85490753911807
27;Zernien;768;153;19.921875
27;Zetel;8294;1872;22.570532915360502
28;Amt Wachsenburg;5438;2301;42.31335049650607
28;Bad Laasphe, Stadt;8663;2004;23.132863903959368
28;Bensdorf;645;303;46.97674418604651
28;Berge;405;197;48.641975308641975
28;Bredenbek;767;82;10.691003911342895
28;Briesen/Brjazyna;436;176;40.36697247706422
28;Burgrieden;2701;760;28.137726767863754
28;Datzetal;456;243;53.28947368421053
28;Dickenschied;262;90;34.35114503816794
28;Dietenheim, Stadt;3748;994;26.520811099252935
28;Dreetz;102;43;42.15686274509804
28;Ebringen;2018;219;10.852329038652131
28;Echternacherbrück;103;15;14.563106796116505
28;Eckenroth;99;28;28.282828282828284
28;Epenwöhrden;395;100;25.31645569620253
28;Escheburg;2071;397;19.169483341380975
28;Etzbach;482;206;42.738589211618255
28;Eulgem;73;34;46.57534246575342
28;Extertal;7304;1731;23.69934282584885
28;Fitzbek (einschl. Rade);267;48;17.97752808988764
28;Forchtenberg, Stadt;3280;913;27.835365853658537
28;Frettenheim;142;39;27.464788732394368
28;Freudenburg;483;115;23.80952380952381
28;Freudenstadt, Stadt;12930;3126;24.17633410672854
28;Gerach;132;43;32.57575757575758
28;Gingst;527;265;50.284629981024665
28;Gleisweiler;216;35;16.203703703703702
28;Gottmadingen;6179;1411;22.83541026055996
28;Grabenstetten;1094;269;24.588665447897622
28;Graitschen b. Bürgel;249;111;44.57831325301205
28;Groß Kummerfeld;1105;242;21.900452488687783
28;Groß Molzahn;218;97;44.4954128440367
28;Gruibingen;1331;303;22.764838467317805
28;Gräfenthal, Stadt;991;511;51.564076690211905
28;Gundersweiler;364;76;20.87912087912088
28;Gönnersdorf;131;49;37.404580152671755
28;Heddesheim;7361;1468;19.94294253498166
28;Heiden;5877;644;10.957971754296409
28;Helferskirchen;414;127;30.67632850241546
28;Helmstedt, Stadt;14506;3597;24.796635874810423
28;Herschbroich;88;20;22.727272727272727
