Gemeinde;Gemeindename;Erststimmen;AfD - Erststimmen;%AFD
108;Pölich;154;17;11.03896103896104
108;Reußenköge;166;24;14.457831325301205
108;Rheinstetten, Stadt;13091;2297;17.546405927736615
108;Sandesneben;923;220;23.8353196099675
108;Schelklingen, Stadt;3875;945;24.387096774193548
108;Schwendi;4278;1020;23.842917251051894
108;Staufen im Breisgau, Stadt;5490;570;10.382513661202186
108;Steineroth;182;50;27.47252747252747
108;Strübbel;50;4;8.0
108;Thulendorf;362;142;39.226519337016576
108;Todtmoos;1025;267;26.048780487804876
108;Waldlaubersheim;411;94;22.871046228710462
108;Warringholz;174;40;22.988505747126435
108;Weißbach;72;32;44.44444444444444
108;Zaberfeld;2588;852;32.92117465224111
109;Dreetz;558;233;41.75627240143369
109;Esgrus;381;46;12.073490813648293
109;Negenharrie;198;33;16.666666666666668
109;Neukalen, Peenestadt;927;476;51.34843581445523
109;Niederweiler;147;61;41.49659863945578
109;Passow;395;220;55.69620253164557
109;Patersberg;134;33;24.62686567164179
109;Polzow;137;76;55.47445255474452
109;Risum-Lindholm;2031;239;11.767602166420483
109;Rittersdorf;407;108;26.535626535626534
109;Schiphorst;344;69;20.058139534883722
109;Seekirch;156;30;19.23076923076923
109;Stegen;2990;356;11.906354515050166
109;Stutensee, Stadt;14649;2600;17.748651785104784
109;Stürzelbach;87;24;27.586206896551722
109;Süderdeich;221;42;19.004524886877828
109;Tegau;226;132;58.4070796460177
109;Thürkow;205;113;55.1219512195122
109;Uhlstädt-Kirchhasel;3713;1750;47.13169943441961
109;Walldürn, Stadt;7017;1876;26.735071968077527
109;Wallhausen;649;98;15.10015408320493
109;Weißenborn;595;279;46.890756302521005
109;Westermoor;236;38;16.10169491525424
110;Breitenbrunn/Erzgeb.;3257;1678;51.519803500153515
110;Doberschau-Gaußig / Dobruša-Huska;2841;1512;53.220696937697994
110;Eilenburg, Stadt;9482;4356;45.93967517401392
110;Eppendorf;2512;1267;50.43789808917197
110;Falkenstein/Harz, Stadt;3354;1460;43.53011329755516
110;Freital, Stadt;24504;11390;46.48220698661443
110;Gräfenhainichen, Stadt;7231;2991;41.36357350297331
110;Görlitz, Stadt, Hochschulstadt;30339;13094;43.15897030225123
110;Hainau;85;15;17.647058823529413
110;Hirschfeld;767;286;37.28813559322034
110;Lampertswalde;1755;1014;57.77777777777778
110;Neudorf-Bornstein;617;115;18.638573743922205
110;Neustrelitz, Residenzstadt;12857;4235;32.93925488060979
110;Norath;180;42;23.333333333333332
110;Obersulm;8458;1834;21.68361314731615
110;Postlow;152;85;55.921052631578945
110;Pätow-Steegen;214;89;41.58878504672897
110;Reil;353;54;15.297450424929178
110;Renchen, Stadt;4499;955;21.226939319848857
110;Rodenäs;198;30;15.151515151515152
110;Rodershausen (einschl. Herbstmühle);60;13;21.666666666666668
110;Schmilau (einschl. Fredeburg);320;62;19.375
110;Schnürpflingen;924;237;25.649350649350648
110;Süderhastedt;375;91;24.266666666666666
110;Volkerzen;54;18;33.333333333333336
110;Vorbeck;206;67;32.52427184466019
110;Waldbronn;8582;1175;13.691447215101375
110;Warmsroth;232;55;23.70689655172414
110;Weiler;211;36;17.061611374407583
110;Wewelsfleth;793;169;21.311475409836067
111;Abenberg, St;3787;820;21.65302350145234
111;Abensberg, St;8475;1648;19.44542772861357
111;Absberg, M;974;172;17.659137577002053
111;Abtswind, M;575;130;22.608695652173914
111;Achslach;668;214;32.035928143712574
111;Adelschlag;2077;368;17.717862301396245
111;Adelsdorf;5856;1065;18.186475409836067
111;Adelshofen;1945;340;17.480719794344473
111;Adelsried;1698;327;19.257950530035334
111;Adelzhausen;1238;280;22.617124394184167
111;Adlkofen;2863;593;20.712539294446383
111;Aholming;1628;450;27.64127764127764
111;Ahorntal;1562;282;18.053777208706787
111;Aicha vorm Wald;1660;432;26.02409638554217
111;Aidhausen;1177;0;0.0
111;Ainring;5631;1353;24.02770378263186
111;Aislingen, M;957;261;27.272727272727273
111;Aitrang;1533;288;18.786692759295498
111;Alerheim;1177;210;17.84197111299915
111;Aletshausen;743;227;30.551816958277254
111;Alfeld;782;155;19.82097186700767
111;Altenbuch;877;228;25.997719498289623
111;Altendorf;1446;362;25.03457814661134
111;Altenkunstadt;3560;824;23.146067415730336
111;Altenmarkt a.d.Alz;2793;461;16.505549588256354
111;Altenstadt;2150;290;13.488372093023257
111;Altenstadt a.d.Waldnaab;2883;718;24.904613250086715
111;Altenstadt, M;3123;939;30.06724303554275
111;Altomünster, M;5392;977;18.119436201780417
111;Altötting, St;6922;1863;26.914186651256863
111;Alzenau, St;12554;1668;13.286601879878923
111;Amberg;984;204;20.73170731707317
111;Ammerndorf, M;1405;299;21.281138790035588
111;Ammerthal;1480;328;22.16216216216216
111;Anzing;2799;376;13.433369060378707
111;Apfeldorf;855;116;13.567251461988304
111;Arnstorf, M;3927;839;21.364909600203717
111;Aura a.d.Saale;615;0;0.0
111;Bad Alexandersbad;589;147;24.95755517826825
111;Bad Heilbrunn;2546;485;19.049489395129616
111;Bad Wiessee;2899;406;14.004829251466022
111;Beckingen;9889;2280;23.05592071999191
111;Bexbach, Stadt;11372;2994;26.327822722476256
111;Bodolz;1918;245;12.773722627737227
111;Dettenheim;4330;1037;23.94919168591224
111;Dillingen/ Saar, Stadt;10289;2565;24.929536398095053
111;Eppelborn;11349;2223;19.587628865979383
111;Freisen;5476;1207;22.04163623082542
111;Hardthausen am Kocher;2793;824;29.50232724668815
111;Neu Duvenstedt;61;15;24.59016393442623
111;Neverin;543;221;40.699815837937386
111;Ober Kostenz;104;16;15.384615384615385
111;Picher;315;137;43.492063492063494
111;Pohl;152;38;25.0
111;Pudagla;290;151;52.06896551724138
111;Ralingen;661;112;16.944024205748864
111;Rivenich;257;71;27.626459143968873
111;Röhl;146;36;24.65753424657534
111;Schnakenbek;475;125;26.31578947368421
111;Sulzburg, Stadt;1789;225;12.57685858021241
111;Unterwellenborn;5576;2739;49.12123385939742
111;Walkendorf;473;207;43.76321353065539
111;Wallmenroth;461;87;18.872017353579174
111;Weiler bei Monzingen;206;52;25.24271844660194
112;Affing;3780;904;23.915343915343914
112;Aham;1327;318;23.9638281838734
112;Aholfing;1309;323;24.675324675324674
112;Ahorn;2870;503;17.526132404181183
112;Aidenbach, M;1806;477;26.411960132890364
112;Albertshofen;1349;280;20.756115641215715
112;Altdorf b.Nürnberg, St;10476;1548;14.776632302405499
112;Altendorf;652;185;28.374233128834355
112;Altmannstein, M;4683;1013;21.631432842195174
112;Altusried, M;7062;1341;18.988954970263382
112;Amerdingen;584;97;16.60958904109589
112;Amorbach, St;2430;390;16.049382716049383
112;Ampfing;4181;987;23.606792633341307
112;Anger;2863;571;19.94411456514146
112;Arnschwang;1350;383;28.37037037037037
112;Arzberg, St;3138;930;29.636711281070745
112;Aschheim;5408;671;12.407544378698224
112;Aßling;3108;579;18.62934362934363
112;Bachhagel;1619;463;28.59789993823348
112;Bad Bocklet, M;2952;0;0.0
112;Bad Kohlgrub;1715;310;18.075801749271136
112;Bad Steben, M;2268;396;17.46031746031746
112;Bad Tölz, St;10680;1691;15.833333333333334
112;Bad Windsheim, St;6966;1435;20.60005742176285
112;Bayerbach;1182;206;17.42808798646362
112;Bayrischzell;1016;157;15.452755905511811
112;Berching, St;5829;1178;20.209298335906674
112;Berglern;1889;450;23.82212811011117
112;Bessenbach;3828;728;19.017763845350053
112;Biessenhofen;2870;528;18.39721254355401
112;Blieskastel, Stadt;14148;3132;22.137404580152673
112;Burghausen, St;10338;1950;18.86244921648288
112;Bärnau, St;2122;424;19.98114985862394
112;Diensdorf-Radlow;318;123;38.679245283018865
112;Dingolfing, St;9630;3020;31.360332294911736
112;Eichwalde;4392;1003;22.836976320582878
112;Gelting;1060;160;15.09433962264151
112;Gestratz;894;173;19.351230425055927
112;Großderschau;229;107;46.724890829694324
112;Großräschen/Rań, Stadt;5239;2262;43.17617866004963
112;Illingen;10971;2112;19.250751982499317
112;Königsee, Stadt;3742;2101;56.14644575093533
112;Lebach, Stadt;11712;2302;19.655054644808743
112;Losheim am See;10468;2236;21.360336262896446
112;Marpingen;7082;1189;16.789042643321096
112;Neuwittenbek;623;54;8.667736757624398
112;Nossendorf;360;218;60.55555555555556
112;Oberwesel, Stadt;1778;273;15.354330708661417
112;Pinnow;1022;303;29.64774951076321
112;Prath;126;24;19.047619047619047
112;Rascheid;191;35;18.32460732984293
112;Rorodt;31;8;25.806451612903224
112;Roth an der Our (einschl. Gentingen);48;4;8.333333333333334
112;Schönberg;784;170;21.683673469387756
112;Setzingen;348;94;27.011494252873565
112;Walterschen;67;18;26.865671641791046
112;Wardow;664;342;51.506024096385545
112;Weinsheim;625;155;24.8
112;Welling;301;62;20.59800664451827
112;Wichmar;121;46;38.01652892561984
112;Willenscharen;98;13;13.26530612244898
113;Aichach, St;13248;2886;21.784420289855074
113;Aiglsbach;1293;296;22.892498066511987
113;Aiterhofen;2322;497;21.40396210163652
113;Alesheim;686;133;19.387755102040817
113;Allersberg, M;5469;997;18.230023770341926
113;Allershausen;3381;590;17.450458444247264
113;Alling;2660;431;16.203007518796994
113;Altdorf, M;6441;1410;21.891010712622265
113;Alteglofsheim;2248;429;19.083629893238435
113;Amerang;2598;425;16.358737490377212
113;Antdorf;905;132;14.585635359116022
113;Apfeltrach;642;214;33.333333333333336
113;Arberg, M;1542;337;21.85473411154345
113;Aresing;2119;453;21.37800849457291
113;Arnbruck;1380;443;32.10144927536232
113;Arrach;1696;624;36.79245283018868
113;Aschau a.Inn;2057;519;25.230918813806515
113;Aubstadt;527;0;0.0
113;Auerbach;1411;404;28.632175761871014
113;Auerbach i.d.OPf., St;5556;1015;18.268538516918646
113;Baar-Ebenhausen;3420;872;25.497076023391813
113;Bad Bayersoien;879;135;15.358361774744028
113;Bad Birnbach, M;3819;716;18.748363445928252
113;Bad Brückenau, St;3364;0;0.0
113;Baierbrunn;2073;178;8.586589483839846
113;Baiern;1045;183;17.51196172248804
113;Balderschwang;145;23;15.862068965517242
113;Baudenbach, M;879;202;22.9806598407281
113;Benediktbeuern;2511;339;13.500597371565114
113;Berg;6630;1022;15.414781297134239
113;Berg b.Neumarkt i.d.OPf.;5692;1007;17.6914968376669
113;Bergen;3299;498;15.095483479842377
113;Bergkirchen;5140;832;16.186770428015564
113;Biebelried;872;192;22.01834862385321
113;Blankenbach;1021;173;16.944172380019587
113;Bockhorn;2748;488;17.758369723435226
113;Brand;808;218;26.980198019801982
113;Burgkirchen a.d.Alz;5726;1641;28.65874956339504
113;Bächingen a.d.Brenz;882;246;27.891156462585034
113;Denklingen;1975;484;24.50632911392405
113;Eichendorf, M;4335;1077;24.844290657439448
113;Gersheim;4412;901;20.42157751586582
113;Glücksburg (Ostsee), Stadt;4313;440;10.201715743102248
113;Grünenbach;1065;174;16.338028169014084
113;Langenbrettach;2513;683;27.17867091126144
113;Merchweiler;6609;1457;22.045695264033892
113;Merzig, Kreisstadt;17707;3794;21.42655446998362
113;Nalbach;5994;1401;23.373373373373372
113;Namborn;4785;1114;23.281086729362592
113;Nienborstel;310;74;23.870967741935484
113;Nossentiner Hütte;376;202;53.723404255319146
113;Ohlweiler;129;29;22.48062015503876
113;Plate;1779;681;38.27993254637437
113;Ramin;207;110;53.14009661835749
113;Reckenroth;121;19;15.702479338842975
113;Ringsheim;1617;258;15.955473098330241
113;Salmtal;826;126;15.254237288135593
113;Sankt Peter-Ording;1348;180;13.353115727002967
113;Sankt Thomas (einschl. Usch und Zendscheid);116;26;22.413793103448278
113;Schimberg;1031;423;41.02812803103783
113;Schretstaken;308;63;20.454545454545453
113;Schwarzatal, Stadt;2303;1165;50.58619192357794
113;Steinhausen an der Rottum;1448;387;26.726519337016576
113;Titisee-Neustadt, Stadt;6509;1191;18.29774158856967
113;Warnkenhagen;171;86;50.292397660818715
113;Weitefeld;804;207;25.746268656716417
113;Weitersborn (einschl. Brauweiler und Horbach);108;36;33.333333333333336
113;Welschenbach;29;4;13.793103448275861
113;Wilster, Stadt;2708;514;18.9807976366322
113;Wöhrden;553;107;19.349005424954793
113;Zimmern;130;73;56.15384615384615
113;Zwingenberg;465;98;21.0752688172043
114;Aindling, M;3121;716;22.941364947132328
114;Aldersbach;3025;851;28.132231404958677
114;Allmannshofen;600;155;25.833333333333332
114;Altenthann;1118;297;26.56529516994633
114;Altfraunhofen;1609;285;17.712865133623367
114;Althegnenberg;1370;236;17.226277372262775
114;Arnstein, St;5534;907;16.389591615468017
114;Aschau i.Chiemgau;3893;506;12.997688158232725
114;Aub, St;916;132;14.410480349344978
114;Aurach;2118;477;22.521246458923514
114;Aurachtal;2016;350;17.36111111111111
114;Außernzell;987;303;30.699088145896656
114;Bad Kissingen, GKSt;12973;0;0.0
114;Bad Neustadt a.d.Saale, St;8279;0;0.0
114;Bad Reichenhall, GKSt;9680;1944;20.082644628099175
114;Baisweil;954;212;22.22222222222222
114;Beilngries, St;6408;1395;21.769662921348313
114;Bernbeuren;1651;352;21.320411871592974
114;Berngau;1864;338;18.13304721030043
114;Betzigau;2005;296;14.763092269326684
114;Bruck;916;131;14.301310043668122
114;Brunnthal;3460;526;15.202312138728324
114;Buch a.Buchrain;1107;219;19.78319783197832
114;Buchbach, M;2010;388;19.303482587064675
114;Buchbrunn;780;139;17.82051282051282
114;Cadolzburg, M;7618;1364;17.904961932265685
114;Chieming;3358;478;14.234663490172721
114;Dietersburg;2154;483;22.42339832869081
114;Dießen am Ammersee, M;7238;806;11.135672837800497
114;Emmerting;2647;664;25.085001888930865
114;Eschenlohe;1023;193;18.866080156402738
114;Fischbachau;3892;849;21.813977389516957
114;Heimenkirch, M;2156;423;19.619666048237477
114;Homburg, Kreisstadt;23890;5114;21.406446211804102
114;Karlstein a.Main;5155;893;17.322987390882638
114;Mettlach;6933;1503;21.678926871484204
114;Muhr a.See;1692;365;21.57210401891253
114;Neunkirchen, Kreisstadt;23341;6752;28.9276380617797
114;Nohfelden;6642;1335;20.09936766034327
114;Plau am See, Stadt;2733;1084;39.66337358214416
114;Rankwitz;276;146;52.89855072463768
114;Ravenstein, Stadt;1920;494;25.729166666666668
114;Rehlingen-Siersburg;9675;1859;19.214470284237727
114;Reichenberg;88;9;10.227272727272727
114;Reinsfeld;796;181;22.738693467336685
114;Rust;2284;507;22.197898423817865
114;Schankweiler;70;19;27.142857142857142
114;Schladt;53;13;24.528301886792452
114;Schürensöhlen;103;22;21.359223300970875
114;Teistungen;1232;483;39.20454545454545
114;Tellingstedt (einschl. Hövede);1309;295;22.536287242169596
114;Tömmelsdorf;81;52;64.19753086419753
114;Veringenstadt, Stadt;1318;331;25.11380880121396
114;Warnow;396;187;47.22222222222222
114;Werkhausen;108;13;12.037037037037036
114;Wierschem;138;33;23.91304347826087
114;Windesheim;700;116;16.571428571428573
114;Winseldorf;188;40;21.27659574468085
114;Zöllnitz;671;192;28.614008941877795
115;Altenmünster;3103;634;20.43184015468901
115;Asbach-Bäumenheim;2603;502;19.285439877064924
115;Attenhofen;943;233;24.708377518557793
115;Attenkirchen;1756;316;17.995444191343964
115;Aufhausen;1296;279;21.52777777777778
115;Aufseß;928;183;19.719827586206897
115;Babenhausen, M;3312;811;24.48671497584541
115;Baiersdorf, St;5192;810;15.600924499229585
115;Balzhausen;861;256;29.732868757259002
115;Baunach, St;2841;591;20.802534318901795
115;Bayerisch Eisenstein;536;104;19.402985074626866
115;Bayerisch Gmain;1725;251;14.55072463768116
115;Bechhofen, M;3928;953;24.261710794297354
115;Bellenberg;3042;657;21.597633136094675
115;Bergen;789;167;21.166032953105198
115;Bergrheinfeld;3459;559;16.160740098294305
115;Bernried am Starnberger See;1545;160;10.35598705501618
115;Bichl;1569;238;15.168897386870619
115;Blaibach;1339;350;26.138909634055263
115;Blaichach;3622;532;14.688017669795693
115;Breitenbrunn, M;2441;530;21.712412945514135
115;Burgbernheim, St;2243;488;21.756576014266606
115;Bülstringen;607;241;39.70345963756178
115;Dachau, GKSt;25494;3502;13.736565466384247
115;Dorfen, St;9273;1549;16.70441065458859
115;Droyßig;1255;542;43.18725099601593
115;Ebersberg, St;7525;902;11.986710963455149
115;Ebnath;872;205;23.509174311926607
115;Eching am Ammersee;1171;144;12.297181895815543
115;Egglkofen;850;205;24.11764705882353
115;Engelsberg;1760;377;21.420454545454547
115;Erlbach;847;183;21.605667060212514
115;Ettal;378;53;14.02116402116402
115;Frontenhausen, M;2738;816;29.802775748721693
115;Großenwiehe;1773;326;18.386914833615343
115;Großhabersdorf;2978;545;18.300873069173942
115;Hergensweiler;1278;232;18.15336463223787
115;Kirkel;7013;1112;15.856266932839013
115;Leinefelde-Worbis, Stadt;12454;4312;34.62341416412398
115;Nindorf;364;40;10.989010989010989
115;Nonnweiler;5730;1152;20.104712041884817
115;Oppertshausen;66;11;16.666666666666668
115;Ottweiler, Stadt;9183;2195;23.90286398780355
115;Penzlin, Stadt;2024;988;48.81422924901186
115;Perl;3623;521;14.38034777808446
115;Prislich;368;188;51.08695652173913
115;Reitzenhain;159;20;12.578616352201259
115;Riol;418;67;16.028708133971293
115;Rollwitz;488;254;52.049180327868854
115;Saarlouis, Kreisstadt;20429;4329;21.19046453570904
115;Scharfbillig;41;5;12.195121951219512
115;Schefflenz;2590;720;27.7992277992278
115;Schulendorf;269;58;21.561338289962826
115;Schönberg;100;26;26.0
115;Tauberbischofsheim, Stadt;8057;1374;17.05349385627405
115;Umkirch;3172;665;20.96469104665826
115;Weyerbusch;578;185;32.00692041522491
115;Winterbach;165;44;26.666666666666668
115;Wittenbergen (einschl. Auufer);202;40;19.801980198019802
116;Am Ohmberg;2356;935;39.68590831918506
116;Ascha;1102;262;23.77495462794918
116;Au i.d.Hallertau, M;3753;743;19.797495337063683
116;Aura i.Sinngrund;668;184;27.54491017964072
116;Babensham;2127;341;16.03196991067231
116;Bach a.d.Donau;1221;271;22.194922194922196
116;Bad Abbach, M;7967;1643;20.622568093385215
116;Bad Berneck i.Fichtelgebirge, St;2605;661;25.374280230326296
116;Bad Füssing;4752;1050;22.095959595959595
116;Bad Wörishofen, St;9613;1894;19.70248621658171
116;Bastheim;1348;0;0.0
116;Berchtesgaden, M;4374;729;16.666666666666668
116;Berg im Gau;925;176;19.027027027027028
116;Bernried;3270;782;23.914373088685014
116;Binswangen;941;204;21.679064824654624
116;Birgland;1321;212;16.048448145344437
116;Bischofsmais;2194;664;30.264357338195076
116;Bodenwöhr;2706;731;27.014042867701406
116;Bolsterlang;761;118;15.505913272010513
116;Burghaslach, M;1675;392;23.402985074626866
116;Burgkunstadt, St;4023;836;20.78051205567984
116;Böhmfeld;1169;165;14.114627887082976
116;Bürgstadt, M;2854;356;12.473721093202522
116;Castell;594;116;19.52861952861953
116;Cham, St;10549;2697;25.566404398521186
116;Eggenfelden, St;7555;1497;19.814692256783587
116;Egling a.d.Paar;1648;317;19.235436893203882
116;Egmating;1546;240;15.523932729624839
116;Eitting;1792;453;25.279017857142858
116;Eppenschlag;674;222;32.93768545994065
116;Erbendorf, St;3320;692;20.843373493975903
116;Erharting;616;118;19.155844155844157
116;Ernsgaden;1136;288;25.35211267605634
116;Farchant;2366;432;18.258664412510566
116;Feichten a.d.Alz;894;150;16.778523489932887
116;Gmund a.Tegernsee;3972;607;15.281973816717018
116;Gottfrieding;1526;398;26.081258191349935
116;Großsolt;992;165;16.633064516129032
116;Grünewald;323;195;60.371517027863774
116;Lindau (Bodensee), GKSt;14400;2023;14.04861111111111
116;Mandelbachtal;7674;1272;16.575449569976545
116;Noer;458;79;17.24890829694323
116;Oberthal;4122;784;19.019893255701117
116;Perscheid;154;19;12.337662337662337
116;Pritzier;196;73;37.244897959183675
116;Rettershain;128;30;23.4375
116;Riveris;164;42;25.609756097560975
116;Rossin;98;64;65.3061224489796
116;Saarwellingen;8620;1754;20.348027842227378
116;Sasbach;3415;718;21.024890190336748
116;Schiffweiler;9970;2566;25.737211634904714
116;Schkölen, Stadt;1732;838;48.38337182448037
116;Schwabstedt;674;147;21.810089020771514
116;Schwarzach;1516;328;21.63588390501319
116;Schwarzenbek, Stadt;9664;1947;20.146937086092716
116;Triptis, Stadt;1708;895;52.40046838407494
116;Ursberg;1734;406;23.414071510957324
116;Wadern, Stadt;10424;2320;22.256331542594015
116;Wehr, Stadt;7010;1778;25.36376604850214
116;Wiendorf;469;185;39.44562899786781
116;Willroth;330;99;30.0
116;Winterburg;91;26;28.571428571428573
116;Wrist;1177;256;21.75021240441801
117;Andechs;2342;294;12.553373185311699
117;Atting;1202;228;18.96838602329451
117;Auhausen;772;156;20.207253886010363
117;Aystetten;2052;321;15.64327485380117
117;Bad Aibling, St;12040;2187;18.164451827242527
117;Barbing;3689;897;24.315532664678774
117;Bergtheim;2610;390;14.942528735632184
117;Beutelsbach;824;202;24.514563106796118
117;Bischberg;4086;861;21.071953010279003
117;Bischofsheim i.d.Rhön, St;3181;0;0.0
117;Bischofswiesen;4378;805;18.387391502969393
117;Bissingen, M;2396;504;21.035058430717864
117;Bodenmais, M;2060;523;25.388349514563107
117;Breitenthal;872;212;24.31192660550459
117;Bruck i.d.OPf., M;2675;868;32.44859813084112
117;Buchenberg, M;2853;411;14.405888538380651
117;Burgthann;7910;1324;16.738305941845766
117;Burkardroth, M;4982;0;0.0
117;Böbing;1301;240;18.447348193697156
117;Büchenbach;3729;737;19.764011799410028
117;Chamerau;1749;481;27.50142938822184
117;Collenberg;1545;280;18.12297734627832
117;Dachsbach, M;1226;300;24.469820554649267
117;Dettelbach, St;4709;869;18.454024208961563
117;Egenhofen;2295;435;18.954248366013072
117;Egglham;1609;383;23.803604723430702
117;Elztal;3740;930;24.86631016042781
117;Erding, GKSt;20950;3264;15.579952267303103
117;Eschenbach i.d.OPf., St;2402;555;23.105745212323065
117;Falkenberg, M;692;82;11.84971098265896
117;Fehrbellin;5678;2143;37.742162733356814
117;Garching a.d.Alz;5026;1471;29.267807401512137
117;Garmisch-Partenkirchen, M;15149;2446;16.1462802825269
117;Grafengehaig, M;632;143;22.626582278481013
117;Großwoltersdorf;411;202;49.148418491484186
117;Lindenberg i.Allgäu, St;6474;1214;18.75193080012357
117;Nortorf, Stadt;3432;679;19.784382284382286
117;Pfalzfeld (einschl. Mühlpfad);258;75;29.069767441860463
117;Pragsdorf;284;155;54.57746478873239
117;Raben Steinfeld;577;190;32.92894280762565
117;Rettert;228;48;21.05263157894737
117;Rossow;216;118;54.629629629629626
117;Rüdesheim;996;194;19.477911646586346
117;Scheuern (in Berkoth enthalten);0;0;
117;Schmelz;10187;2519;24.727593992343184
117;Seedorf;278;30;10.79136690647482
117;Sehlem;335;81;24.17910447761194
117;Sonnenstein;3078;946;30.73424301494477
117;Spiesen-Elversberg;8056;2112;26.21648460774578
117;St. Ingbert, Stadt;22469;4273;19.01731274200009
117;St. Wendel, Kreisstadt;16771;3146;18.758571343390376
117;Tannheim;1561;383;24.535554131966688
117;Tielenhemme;89;22;24.719101123595507
117;Weiskirchen;4098;1081;26.378721327476818
117;Wissen, Stadt;2362;608;25.74089754445385
117;Wittenbeck;421;186;44.180522565320665
117;Wulfsmoor;243;53;21.810699588477366
118;Baierbach;589;124;21.05263157894737
118;Benningen;1372;345;25.145772594752188
118;Beratzhausen, M;3715;698;18.78869448183042
118;Bergheim;1377;264;19.17211328976035
118;Bernau a.Chiemsee;4119;732;17.771303714493808
118;Betzenstein, St;1746;354;20.274914089347078
118;Bidingen;1291;276;21.378776142525176
118;Bieberehren;654;98;14.984709480122325
118;Bogen, St;5827;1569;26.926377209541787
118;Breitbrunn;740;0;0.0
118;Breitenberg;1381;436;31.571325126719767
118;Bubesheim;955;286;29.94764397905759
118;Buch, M;2804;763;27.211126961483593
118;Buchhofen;683;137;20.05856515373353
118;Burgberg i.Allgäu;2311;267;11.553440069234098
118;Burggen;1197;237;19.79949874686717
118;Buxheim;2465;450;18.255578093306287
118;Böbrach;1021;332;32.51714005876592
118;Diespeck;2510;488;19.44223107569721
118;Dietramszell;3862;755;19.549456240290006
118;Dingelstädt, Stadt;8313;3010;36.208348370022854
118;Dorfprozelten;1174;211;17.972742759795572
118;Ebermannsdorf;1644;383;23.29683698296837
118;Eichenau;7728;805;10.416666666666666
118;Erdweg;4019;672;16.720577258024385
118;Eresing;1345;132;9.814126394052044
118;Ering;1204;258;21.428571428571427
118;Eslarn, M;1870;606;32.406417112299465
118;Feldafing;2748;254;9.243085880640466
118;Feldkirchen;4335;503;11.60322952710496
118;Finsing;2956;562;19.012178619756426
118;Forstinning;2353;397;16.87207819804505
118;Freilassing, St;7959;1996;25.078527453197637
118;Freyung, St;4289;1024;23.875029144322685
118;Fridolfing;2784;511;18.354885057471265
118;Friedenfels;863;206;23.870220162224797
118;Gars a.Inn, M;2522;518;20.539254559873118
118;Grainau;2164;352;16.266173752310536
118;Grundhof;471;50;10.615711252653927
118;Guttenberg;348;81;23.275862068965516
118;Haiming;1699;324;19.0700412007063
118;Kollmar;850;156;18.352941176470587
118;Maierhöfen;927;142;15.318230852211435
118;Nübbel;862;165;19.141531322505802
118;Pleizenhausen;132;42;31.818181818181817
118;Priborn;182;84;46.15384615384615
118;Rastow;1041;460;44.18828049951969
118;Roth;79;13;16.455696202531644
118;Rothemühl;171;94;54.97076023391813
118;Saarburg, Stadt;1879;369;19.638105375199576
118;Sasbachwalden;1527;276;18.074656188605108
118;Schleid;131;29;22.137404580152673
118;Schwalbach;11643;2571;22.081937644936872
118;Schwesing;528;95;17.992424242424242
118;Siebenbäumen;334;68;20.35928143712575
118;Tholey;8544;1285;15.039794007490636
118;Tiefenbach;253;76;30.039525691699605
118;Trennewurth;144;44;30.555555555555557
118;Wald;1821;480;26.359143327841846
118;Waldbrunn;3185;682;21.41287284144427
118;Weilheim;2198;355;16.151046405823475
118;Wölmersen;170;39;22.941176470588236
118;Zarnewanz;235;92;39.148936170212764
119;Bayerbach b.Ergoldsbach;1338;323;24.14050822122571
119;Bernhardswald;3987;863;21.64534737898169
119;Bibertal;3300;842;25.515151515151516
119;Biburg;880;229;26.022727272727273
119;Bindlach;4933;1024;20.75815933509021
119;Birkenfeld;1563;316;20.217530390275112
119;Blindheim;1262;345;27.33755942947702
119;Breitengüßbach;3065;680;22.185970636215334
119;Bubenreuth;3073;329;10.70615034168565
119;Burglengenfeld, St;8799;2398;27.253096942834414
119;Böhen;503;86;17.09741550695825
119;Büchlberg;2770;707;25.52346570397112
119;Deggendorf, GKSt;18448;4534;24.57718993928881
119;Deining;3571;799;22.374684962195463
119;Dietersheim;1438;259;18.01112656467316
119;Dietmannsried, M;5773;1089;18.86367573185519
119;Dormitz;1472;203;13.790760869565217
119;Edelsfeld;1328;229;17.24397590361446
119;Eichenbühl;1715;272;15.860058309037901
119;Emmering;4124;531;12.875848690591658
119;Etzenricht;1058;236;22.3062381852552
119;Falkenberg;2766;530;19.16124367317426
119;Forstern;2390;388;16.234309623430963
119;Frauenneuharting;1032;212;20.54263565891473
119;Fuchsmühl, M;1093;238;21.774931381518755
119;Fürsteneck;581;145;24.95697074010327
119;Garching b.München, St;8718;922;10.575820142234457
119;Geiselbach;1474;287;19.470827679782904
119;Grabenstätt;2887;484;16.764807758919293
119;Großweil;1062;123;11.581920903954803
119;Haag i.OB, M;3899;804;20.62067196717107
119;Halsbach;705;116;16.45390070921986
119;Harsdorf;723;131;18.118948824343015
119;Hausham;4618;971;21.026418362927675
119;Neuendorf-Sachsenbande;251;59;23.50597609561753
119;Oldenbüttel (einschl. Tackesdorf);202;31;15.346534653465346
119;Priepert;177;66;37.28813559322034
119;Ravengiersburg;151;26;17.218543046357617
119;Redefin;257;92;35.797665369649806
119;Rothenklempenow;306;166;54.248366013071895
119;Schillingen;419;108;25.77565632458234
119;Seeth;318;63;19.81132075471698
119;Seffern (einschl. Sefferweich);162;34;20.987654320987655
